card_1,card_2,result
36380,32254,29
3844,13972,53
37913,7822,88
28946,35357,83
28868,10820,54
14721,16172,79
25747,16253,75
3765,33187,75
24969,19199,19
10649,12285,60
22222,27479,40
33516,25238,38
27523,16554,26
13060,31161,57
3184,37260,51
33387,21419,85
34148,14664,51
7071,18028,30
15777,9281,64
137,27996,52
16174,25100,40
9041,18754,43
15520,7918,84
26552,8006,55
38764,34047,14
24179,14569,71
19905,37713,73
19098,38764,21
32661,20281,10
9520,1756,71
1861,36809,75
18759,2258,64
10654,17263,50
8009,11759,53
27937,25075,49
22560,38304,54
22122,27455,40
13219,3155,59
3203,2476,68
6228,9139,74
32673,33392,43
21005,14563,92
16141,31643,71
15119,13159,80
12316,20304,38
22537,13737,62
28101,34090,55
7595,28230,89
27774,6765,53
31895,4609,48
28064,31121,64
2672,19256,64
35292,26613,65
33407,34805,52
19579,6214,75
10889,34512,41
20753,23694,54
28799,25718,68
22667,13900,62
10823,13620,37
14379,16884,53
19593,13272,67
15379,16136,78
8498,27060,48
3304,13634,33
15475,9924,92
37761,6973,52
2767,1171,80
16932,14585,53
18334,33003,58
19822,10796,52
24346,24308,58
33105,31667,69
15027,11667,51
6257,32017,81
4905,19689,42
28650,29296,34
25850,19916,66
29641,28042,50
38542,33120,40
9134,5258,46
972,10940,56
9077,6309,74
29290,3869,44
31101,23347,70
37768,14703,87
4521,21989,39
9360,23500,79
11589,10677,34
26387,37802,57
8721,18020,56
18897,22613,65
4154,905,72
27861,14500,88
11733,21100,60
37717,10978,69
37021,21071,81
18048,15934,60
22046,32480,33
227,38002,51
11766,35509,63
18323,24871,26
12893,205,45
5660,32767,27
4625,38623,19
21011,9034,77
9904,5543,70
20645,31103,20
7092,3102,27
12357,34749,53
14481,36059,63
12414,14735,78
3038,8693,53
1966,24876,47
36318,14708,63
21013,7587,93
27500,1061,47
34942,6109,64
28131,6414,93
24454,24862,32
285,24893,9
6253,5620,66
36971,1620,75
18229,322,29
25112,6403,50
28935,25855,68
3034,7207,27
35726,13943,66
4229,13968,53
16879,26576,23
28265,16230,83
12306,23730,88
5548,896,51
19050,25911,54
22066,38391,30
1776,6769,51
15043,38385,46
38735,1206,37
3363,8434,53
12891,15086,80
21205,15098,91
16681,11313,21
30039,38668,27
2651,19590,76
21941,1035,57
1930,36939,75
21843,20651,27
6158,35281,100
22786,4718,63
17511,2677,74
30090,25712,60
32620,31649,42
9832,2602,99
15435,37501,86
37269,35564,84
38393,9390,32
13052,25761,77
16998,36071,32
25598,26636,50
8686,5454,52
12133,19578,64
21416,22611,99
31131,15505,59
30997,21959,43
7219,21462,57
36980,26631,43
7808,27474,58
29769,2649,52
5479,14713,61
38531,33313,40
30046,38350,27
2679,9811,99
25512,2563,86
24845,19997,31
25746,33105,73
5478,3218,39
9175,25821,65
3415,265,26
19907,36058,49
2018,10670,68
17614,24397,55
30064,13800,35
28150,32589,54
294,30077,28
20611,38468,7
17725,12310,62
4599,13817,27
17355,10211,77
11513,5322,29
2565,11381,58
37630,22642,94
1990,11430,54
16169,31934,71
4708,27063,29
9377,23746,79
24775,26264,15
31663,21853,59
37265,34586,48
37176,13909,44
32667,5454,27
15377,417,47
37780,5712,64
18091,17527,49
19711,10101,79
13084,26645,51
12479,18922,52
10584,17270,50
27043,7563,58
27107,25738,53
15275,31980,75
16223,29627,41
35510,5526,72
31095,34816,35
1811,9477,71
28833,32591,38
17519,10748,50
34156,17005,20
13654,12165,49
6485,4728,61
14590,34936,59
15175,24251,70
32598,37965,53
36489,25593,59
25139,24021,32
1510,36413,65
37607,35306,98
33758,19985,37
28671,3379,50
6004,1832,91
25933,17711,64
12947,32562,47
30520,36212,43
64,21417,56
7647,13001,82
16642,24049,40
37121,33987,40
8445,18876,49
13083,6431,86
7602,25215,46
31715,12062,70
15238,23475,93
21797,3451,45
17604,16828,37
36184,16113,58
37079,26737,43
30009,38511,27
33009,31951,69
30800,10114,69
25575,13214,77
8008,33359,78
37137,16908,42
28658,23685,82
1847,19150,60
7268,14574,49
38350,23692,57
9516,4520,41
25246,20503,5
23001,1627,93
24991,411,9
10538,26519,36
331,3415,26
2294,14599,90
24916,27952,49
15405,27284,56
29693,33365,39
8617,33772,42
21136,29451,54
19107,18097,39
7241,16130,44
8592,933,65
25711,23313,90
1884,25689,82
30329,37963,67
27458,31719,49
19168,28837,46
13904,33316,48
7880,6895,50
36466,28184,67
26390,35267,65
27780,25128,49
24362,10059,80
9098,33104,62
6140,17522,73
27260,34882,32
25141,38753,8
3256,37103,51
22254,14749,67
32667,31870,42
11652,18073,33
11441,12412,46
36096,25272,24
33766,8351,42
19557,14011,41
7789,18100,66
38547,27756,51
31630,28609,64
1832,16592,55
37619,5461,64
16113,7769,80
14652,6031,89
10258,20293,53
38728,105,11
32472,24150,37
12240,3338,56
10835,28169,70
2482,8015,91
29444,36465,25
1000,25605,70
33320,30035,57
16686,10938,35
19153,125,22
10841,19906,52
25164,5494,22
15465,4723,55
23439,13222,91
28004,29263,50
2522,33499,83
28109,12224,82
19898,215,34
6192,16507,58
7833,15313,84
38564,27231,20
12430,20761,38
35509,38353,58
16091,15339,78
18154,8289,56
18390,28262,69
12458,29012,66
35537,10801,77
10553,20264,26
6941,17490,33
8014,8710,76
16824,11766,21
31875,23719,86
15796,840,69
33122,19859,63
22082,23541,77
25263,17012,14
1605,22126,69
37135,13852,44
25609,10202,89
17276,6405,73
16097,6480,84
1271,21315,82
7848,10731,67
8770,328,39
32454,16640,19
23284,15822,89
30159,4265,62
25760,3759,78
36968,17303,57
27236,6944,22
1661,18213,67
8750,29362,37
32717,37825,53
9247,13104,66
24082,36282,50
16222,10906,61
36750,36147,52
17639,29701,30
6886,3164,27
21018,9054,77
24836,4643,17
12110,1824,80
4741,12971,53
19697,12792,67
4902,27279,29
12155,22241,61
10018,9445,78
17456,3866,66
33225,17407,61
14699,31044,60
2583,26010,86
19922,5592,47
16640,14767,53
20618,3843,42
24296,6393,76
7758,18285,66
22560,25788,87
7655,13073,82
7658,33036,78
29583,4642,18
21888,8573,58
18163,30150,45
31154,34080,27
24382,16821,40
8251,37164,64
1189,11281,42
21068,3273,70
32309,24189,37
2270,87,54
6349,23408,99
29627,5621,23
37682,21177,95
7201,32316,15
9778,13776,64
11505,9911,61
14465,8264,75
8753,37075,64
1592,27444,59
1767,20448,46
15219,7547,84
36478,14768,63
37984,19915,73
23566,23716,104
15408,30867,59
8448,21421,83
26588,15908,49
12931,4820,53
30447,954,54
29759,34739,21
25060,23710,55
36330,33290,56
7545,22762,92
22153,26761,37
33261,35390,88
10803,2018,68
18261,9321,50
13659,12064,49
17291,13835,39
38315,14605,47
37750,3102,65
26566,26010,50
24156,20766,31
3093,17331,46
6798,24348,36
8615,25544,71
8767,27333,48
16544,37684,56
26374,20480,14
22685,5294,68
22034,17612,51
7015,6105,54
33937,36781,40
31701,5013,48
34212,22684,58
2488,5544,67
33946,8546,42
1935,14464,86
11282,11312,20
24168,36894,60
2692,32271,56
6251,14605,89
24056,16961,40
16182,21979,62
28585,1170,62
15883,20000,65
17578,36929,57
9446,29769,31
13727,9374,40
12759,475,45
1232,7229,39
21915,5307,44
28620,7139,37
4570,16009,51
15427,18155,64
17005,2397,59
2458,8693,81
13686,38673,18
7599,36342,64
37021,17680,57
14478,779,74
9483,25073,30
34185,33099,44
5391,36124,40
36114,15996,58
3369,16002,57
28555,19836,58
12152,35641,89
30224,27463,37
5365,27189,34
25019,915,35
2468,23485,100
32463,13110,47
29592,23757,56
15946,16093,74
6114,26279,59
10245,3805,91
30910,11410,28
31267,9795,69
26329,25767,50
37682,6438,92
5651,35484,72
25029,913,35
17772,24302,55
21280,1742,94
21404,22864,99
2768,26594,60
10142,29022,81
5301,25579,57
21370,6324,97
20609,27225,17
2638,10801,72
24114,33908,38
15425,13177,80
25274,23497,55
5320,1656,63
24783,21199,53
9487,31998,61
25971,23381,90
12353,33880,45
493,13559,19
30405,31524,56
31875,35451,87
4847,7254,21
32334,27862,54
4095,9420,67
21785,24299,54
22859,20458,51
33195,27862,81
17704,4503,40
38024,4552,59
6851,5620,26
35275,38412,58
25619,36412,59
31117,28819,48
18090,29266,27
3291,28149,66
30372,27437,37
30011,20598,24
19676,26437,40
28030,30991,64
11008,1094,56
23520,37510,97
25535,29374,42
18413,35264,76
25519,37606,83
21145,34707,67
6463,19860,75
25849,28709,68
33260,1650,79
1645,781,76
19091,31594,50
17617,6296,73
24867,20526,5
3189,19835,48
11432,7679,53
22020,23382,77
17308,28943,56
28601,3452,50
5557,33899,28
30109,17696,48
27308,22884,64
1837,8532,77
19840,28764,58
16927,10697,35
11508,21357,60
29469,10794,28
30102,12050,58
3125,35609,73
27115,18317,38
33801,3920,49
12349,33173,71
3897,21887,65
1122,33854,41
26451,16554,23
30756,22670,67
34141,8323,42
29735,32620,12
35362,23466,105
10023,33056,86
7008,17742,33
10596,31696,58
4605,6771,21
17345,996,58
13588,38324,18
17392,3831,66
28783,18324,53
11469,23556,62
23768,31027,70
30961,30865,36
34088,28252,55
33364,33176,70
7770,4946,57
30923,12035,54
36145,10159,72
15440,9399,68
31547,22697,83
37514,8304,78
25863,1820,82
96,32421,14
13888,3418,33
20405,178,8
21374,9506,77
32457,14710,50
26270,28036,58
30947,36168,39
12418,8264,69
17757,29565,30
27786,18317,69
4847,33853,23
13705,29428,17
25731,12862,77
11301,18470,33
21368,322,56
4585,35280,67
8584,26543,45
23264,9180,79
3438,35274,73
31063,31088,36
23668,2505,100
9389,32443,35
35697,18263,76
19,35366,59
10840,24024,53
8689,19832,61
9285,17699,53
13257,796,71
24356,16648,40
34883,25592,55
22566,24957,52
28050,38284,51
31963,20361,36
20411,12209,38
948,13187,71
6512,31550,81
30521,17613,48
29640,33135,39
10504,28215,70
3181,32667,28
34952,16664,28
6120,15175,88
21279,37730,95
3893,37787,85
131,17722,32
22843,2603,97
35357,15122,94
38668,17704,31
31564,17251,60
37928,24332,74
37748,14759,87
6010,24909,50
28161,19923,74
9003,34511,44
24472,21475,79
29627,1949,48
18203,6192,70
18951,434,22
27327,29437,19
13945,22771,62
3291,25677,58
9223,14629,69
33402,12128,71
1924,19936,72
25771,1885,82
31040,14312,60
21477,11708,60
37087,16073,68
32504,25867,46
7795,11018,67
14728,7609,85
29620,19254,20
18415,24330,52
32521,33333,43
25544,28866,68
37652,2331,93
17583,34684,43
36782,18916,47
30750,15521,59
4648,18467,37
5700,38433,24
13814,25823,51
6439,5715,66
21133,9904,101
24295,12826,68
6323,14479,89
21500,7001,57
13511,25815,51
8481,22965,82
12811,8414,72
28049,7160,53
34755,16914,28
2501,7625,91
30106,5274,41
34805,31670,51
38576,7637,48
2486,22516,97
1057,3843,72
30124,18809,38
21805,28546,55
10743,314,30
965,5593,51
13817,24781,16
36155,17378,47
18089,1808,67
7631,38743,48
34194,12407,45
32578,9521,35
34100,25251,12
25241,15213,44
35316,25863,91
29259,19862,32
17327,37668,71
8530,25011,36
25829,888,70
4092,24228,69
18998,30267,38
10665,34217,33
7527,10040,94
24356,3428,49
7528,10617,67
2757,7670,91
23477,3145,72
15900,13954,50
1135,16208,69
17630,3934,66
32316,28159,54
19550,16551,39
6084,18103,70
10835,37927,69
24457,15039,70
23689,6901,59
24227,12293,65
34956,37748,62
25914,25712,76
22019,20472,27
15395,31193,59
25197,9975,54
22947,10157,100
16925,24212,40
3866,9274,67
35624,30475,75
36087,25161,24
26577,1187,44
1190,33132,67
29471,23496,56
27370,22906,64
4653,36158,35
32386,36139,29
7538,5350,62
10696,13934,37
3007,8013,63
411,7196,13
30893,25939,56
866,21480,82
20739,28812,32
19860,31665,62
33382,22686,84
5631,10955,43
15853,38707,42
24994,13179,42
2278,15051,89
3144,28042,66
8441,31566,67
8699,9358,60
33063,36427,56
15458,32646,49
11626,34156,19
34186,13873,22
20758,28162,48
32467,16614,19
14276,30294,64
9488,18034,50
32703,1696,52
36754,2713,79
38710,23748,57
15276,27857,87
18144,7267,30
26547,13156,51
27363,842,47
6158,14659,89
3789,5573,59
31759,7980,77
34551,13982,30
13881,5440,32
13087,36446,60
36052,30995,39
15150,6380,88
13958,1742,57
9232,18372,50
18398,34985,40
30019,30123,44
23597,37157,83
27288,6053,62
1814,27823,90
1045,2298,80
2729,33448,83
21132,4189,90
14424,38665,47
34262,12199,45
1082,4038,72
17502,37856,71
32435,2468,56
19982,9841,79
37927,21511,95
13265,28035,85
26360,141,18
29016,21513,80
6762,32449,15
9954,10831,75
29759,38413,9
22922,272,55
26638,17354,38
18506,22763,72
16760,88,17
17644,922,58
30477,3498,42
33479,20440,37
23424,27908,98
20586,12941,41
16944,14439,53
12454,37642,81
35636,9952,104
22948,4008,89
27941,15803,83
37162,31960,65
25954,37850,83
36367,18262,44
8766,1,39
30284,7833,65
6508,31876,81
14768,32443,50
32477,19061,24
1961,20361,46
25254,30220,25
36253,27094,36
16098,35591,90
14250,12472,78
5278,35472,72
28114,7187,53
19991,10121,79
33382,2560,83
22699,9069,76
13157,33394,74
18206,2287,71
23651,20731,54
23650,29423,56
18299,25600,61
34,15188,47
5365,25934,57
28571,9512,57
33859,25565,47
10571,8543,57
13830,31057,31
14573,19103,58
30403,6970,29
12264,25646,74
31925,25891,72
1130,22908,81
24460,7642,72
32418,16167,45
28602,10228,81
29704,36130,25
29532,12250,40
30458,34639,39
25944,14323,80
22688,25752,87
31013,18098,41
35387,6463,100
24790,31589,37
22512,2404,97
10734,29000,54
21760,15440,66
5525,5537,38
30441,33379,57
37239,16878,42
9907,38292,56
25682,15364,79
32560,22068,33
35524,28103,99
4089,30374,62
6861,18029,30
6520,31201,65
13646,30881,31
3207,11587,30
21924,38719,30
6414,22612,96
31053,14481,60
9862,35301,104
21761,37675,70
35655,10593,77
11427,18790,26
21938,33112,60
904,22993,81
9756,24474,80
34912,21835,42
6334,13743,60
1636,4047,84
7738,1800,87
4182,15074,81
33474,4934,49
27115,12487,51
28859,8580,63
104,36470,27
12312,1171,68
16526,36089,32
20655,22933,51
7516,12414,79
6347,21289,97
33275,32693,43
10265,11703,61
32,23010,55
12963,34777,56
18443,6461,70
27948,14657,88
12187,33818,45
18839,16795,27
19043,11349,26
37939,35498,98
26282,3289,32
1971,24367,73
16554,17262,37
1272,3052,52
18091,26706,35
18254,8378,56
19962,14555,70
14767,14280,84
22828,13779,62
7819,10886,67
24266,23617,81
24864,25180,6
21922,25133,28
18109,21321,73
27162,2265,63
22527,26691,61
31020,38463,23
14664,4834,56
31533,15445,75
22074,28516,55
35447,457,59
12334,14689,78
6798,4980,21
21161,20423,52
31777,34111,43
37844,36402,66
3,34999,23
4847,2660,62
38288,30030,27
36846,19900,59
38684,20474,7
11323,5457,29
20265,1130,34
5604,9933,70
3214,29750,24
8456,24245,62
36519,18163,44
16655,21846,36
25578,33220,73
37051,11347,41
2425,17377,74
22910,18444,72
12942,1008,71
34716,19813,45
33074,5757,54
6292,31544,81
3848,8477,73
8562,31983,67
27871,5771,65
2753,3458,68
3287,14325,62
29417,31924,38
24357,30497,51
451,24856,9
1116,7904,75
26697,4858,26
1571,20472,46
19588,25998,66
1062,28102,78
37740,34636,62
4539,6922,21
15188,12151,77
17368,35473,79
21901,37218,56
12216,31205,54
30998,30964,36
15499,28932,71
18863,30006,38
5319,9248,46
29659,28860,34
29589,34905,21
27760,38436,51
17449,25885,64
30105,18873,38
6359,27175,62
28858,20631,32
28253,31576,80
7112,11580,17
31674,8302,67
9377,7200,34
33991,3453,29
19520,15248,69
34617,30011,39
9425,12375,63
37740,24145,74
3190,19219,36
16026,19848,65
25822,3408,58
26536,33380,47
11755,26495,22
21428,15193,91
12449,13955,49
32279,34852,25
4972,20645,16
21959,30354,47
798,29752,36
14610,23022,91
20020,13062,67
10036,10620,75
31595,1680,78
37153,10701,55
37078,15318,72
21230,20426,52
8387,10983,57
27807,8331,79
4121,14759,82
23587,28030,98
28768,14595,72
10943,25866,62
32681,26535,20
851,19793,60
12862,37254,70
15518,1957,85
21025,28918,80
30196,3433,42
6985,14472,49
22049,20310,27
16710,24438,40
19865,16123,65
26520,25799,50
8418,14502,75
26467,27334,27
30909,785,50
36783,36171,52
21953,26446,37
5654,7587,62
12127,9066,63
22226,30169,47
29281,6202,51
19120,180,22
7205,6324,54
6010,4650,61
22899,14382,91
7755,21846,68
15481,32338,49
34729,36843,48
24957,12766,42
6912,8484,40
11630,26312,22
329,2594,54
15470,37754,86
15876,20706,39
37211,21134,81
22872,14335,91
34635,10210,68
32522,33070,43
1504,15423,85
14757,28516,72
29344,13651,17
1065,5627,51
21195,25519,88
6287,4618,61
14646,25189,45
11318,10120,61
10770,3180,44
6009,36196,68
11314,32714,18
28721,9865,81
22536,15194,90
36188,28825,51
31541,13200,73
9965,28898,81
33788,11642,19
28556,20449,32
24972,34088,12
34686,31576,51
14301,3154,62
4124,14006,53
11554,34932,27
30081,38291,27
10262,19715,79
34559,20266,19
14493,27366,57
32438,14442,50
35288,10887,77
20452,36123,23
23635,12879,91
27984,20014,74
19877,21972,53
34865,448,23
2367,4038,88
419,12082,42
33183,12412,71
24335,34266,38
347,33311,41
7176,260,13
3174,22730,69
7788,1111,75
3914,37266,71
6154,13842,60
6780,4223,47
30286,37105,53
11386,27075,25
5400,37705,64
37580,11299,55
6468,19918,75
25970,10812,62
12775,16976,50
2587,11698,58
33967,6351,56
32674,28710,38
14554,38495,47
27387,13684,28
18007,6871,30
6426,32531,55
10844,36943,55
4603,4715,28
6819,23750,59
15476,19823,69
16003,3859,77
4241,8765,73
27894,1083,78
37792,9836,96
7706,3518,63
371,37128,37
19157,28807,46
19855,14744,70
13112,20518,41
5523,36398,40
9180,30268,49
37604,34822,62
31254,14453,60
1706,21217,94
16673,34714,28
35766,30750,71
20007,35502,81
13214,21436,89
32637,30351,30
23696,32381,60
33831,18912,25
32675,18277,31
30148,37898,67
24455,10226,80
16885,25047,14
35629,4260,93
22201,1156,57
38619,27457,20
23447,8292,85
35420,27193,68
28871,20663,32
17669,4832,40
6799,35391,60
30431,33520,57
30199,28527,52
32427,15419,49
5391,7126,26
33190,16571,46
8716,34661,50
10809,10061,75
29447,19879,32
18886,9796,67
31213,5771,37
16734,16865,22
27781,9520,73
27177,13898,28
27378,1272,47
9204,20695,29
15397,32724,49
20295,24863,5
21084,3193,70
1603,16266,81
3900,31530,74
33128,20456,37
9185,25723,65
13978,17729,39
11710,27398,25
32495,10036,59
6155,18233,70
10928,3820,64
34031,16891,20
6469,21967,72
23433,59,58
38654,2545,53
11710,24106,39
34607,10703,41
28710,11640,40
11459,30853,28
21172,22891,99
16878,21826,36
16109,23270,89
13686,3779,53
2564,22873,97
27273,10788,39
37779,1735,89
34071,12466,45
21126,6512,97
19965,1641,72
2615,29593,52
14015,18263,36
5443,1827,63
28755,29655,34
17500,425,32
21204,23412,102
6942,14453,49
18991,9902,67
34226,30957,27
4036,31631,74
10789,22992,73
10895,1189,56
823,4103,72
10862,853,56
13878,9050,40
33794,32746,17
13803,27133,28
3342,38373,25
15012,22047,66
4057,35530,93
3493,4516,34
3947,6962,47
22677,12476,85
18229,8770,56
22128,4758,39
9462,22688,76
10265,26550,63
21491,9015,77
15851,6297,84
34122,35523,62
38764,17345,31
1214,13187,71
6113,13558,60
6428,19037,63
12028,3997,76
30389,22018,47
6903,1112,39
12216,37142,67
36897,32724,39
17607,21107,76
13901,36002,34
37548,35412,98
12337,3850,76
2407,977,80
36046,6027,68
12938,27764,85
5301,10248,70
391,29666,10
35439,10754,77
14371,11530,52
2747,22771,97
7965,15061,84
36276,14021,34
33867,13194,48
10005,12872,90
1575,28964,74
5625,16210,56
1065,30428,54
8712,21303,83
4013,5253,59
9095,5705,46
511,3780,46
14700,4234,82
25928,4757,52
32630,26016,46
892,19938,60
1591,28089,90
28097,35344,99
5542,10223,70
9815,18180,74
2509,24450,77
18925,334,22
35758,34920,70
36169,16690,32
23638,18200,75
13173,4205,79
22749,1916,93
7816,19859,71
27500,36376,36
38499,10814,29
12236,6285,83
4032,13181,79
2515,1208,80
36841,9028,58
1928,6160,91
7504,28073,89
10759,26713,36
32530,34910,25
27110,25982,53
34778,10666,41
11421,14670,52
32256,31106,26
24359,10666,53
437,36160,27
17620,1574,70
9046,26680,39
10899,26559,36
30499,23700,74
30839,14456,60
3438,7202,27
1871,4138,84
28828,34689,47
32656,10504,32
26370,36524,33
12915,4211,79
27296,10948,39
16028,12318,73
34891,10053,68
29650,485,10
24334,33191,64
24294,19967,57
31931,19881,62
33281,7736,78
36342,8424,54
22147,15430,66
28269,15884,83
29768,13090,43
16105,16957,48
503,25067,9
26645,3785,52
14460,38695,47
28584,27424,45
36112,4008,61
20739,12770,41
22633,11719,59
38706,28790,35
16131,4778,51
8397,31706,67
36279,21035,71
8335,1524,77
36782,19078,47
14383,25978,80
24380,31070,47
24829,1552,47
3993,34583,57
518,26421,18
13097,21008,89
34757,25855,55
362,13980,19
31761,34551,51
13905,3910,53
17621,15917,63
30020,28511,52
8253,3501,53
31254,23305,70
9013,19587,55
20293,4985,16
21180,20615,52
34595,11576,27
6396,18023,70
34231,28985,39
24787,18958,19
38412,25242,8
18502,26351,35
19977,21858,53
26488,3798,52
2580,1638,92
4159,4712,54
6967,1263,39
37883,19157,61
30394,22769,71
24917,36908,34
34271,30409,31
4914,37666,59
29709,36107,25
35457,9350,80
34879,34582,34
10190,13081,90
18263,19132,39
4903,34795,31
23405,30429,74
7181,12426,43
19815,33147,63
30789,29741,22
12341,32676,44
5359,24171,48
6779,35741,60
12121,20273,38
15205,18957,57
30303,28074,68
8462,3947,73
19097,33336,51
30391,10704,46
12099,22563,85
31201,28535,48
34167,3156,29
27020,6297,62
6784,9769,58
11592,27961,56
6996,6796,14
15308,9902,92
35770,23413,105
18418,15055,64
7859,25681,81
3868,34865,57
2672,508,54
32319,34858,25
34911,16039,54
24010,30431,51
6307,23768,99
15963,38377,42
4521,7853,57
14350,24214,71
12026,35330,89
38397,30763,23
7810,3484,63
24892,24404,32
12486,12196,72
16157,403,43
32024,13874,47
38468,15302,46
2330,36081,69
29295,32737,12
9951,9017,78
31230,18251,41
9341,417,33
28598,15388,71
33142,27128,50
25602,1037,70
28200,38446,51
5350,31772,53
28165,6191,93
1804,26693,56
24978,19715,31
13739,2258,61
18292,31903,57
6292,32562,55
23676,36227,73
3204,16116,57
14748,32391,50
19674,10030,79
3079,35569,73
26677,15783,49
2329,28143,94
10196,25612,89
2274,4790,62
15967,18944,53
16999,8722,44
33413,6318,82
7637,21351,93
977,11255,42
21923,37806,70
21419,25946,88
21838,25614,63
31946,17751,60
38261,16952,16
23562,17429,78
14747,1577,86
28680,34861,47
9237,3035,47
27427,15447,56
33270,37250,66
19218,24816,19
31101,9022,45
26449,5460,31
9973,15751,88
9899,28038,97
36513,3058,41
6966,14656,49
16511,3297,31
30245,26605,34
34760,9501,44
3782,38694,45
21272,33887,59
29333,6207,51
22947,11379,59
4687,18999,30
27465,6321,62
24322,24917,32
1789,11444,54
22006,7593,68
17704,24210,55
23679,9763,103
29599,23654,56
31202,21326,68
28097,4523,60
26567,5314,31
22554,24291,78
18342,7511,66
9425,19923,55
16652,7058,18
20647,9488,29
23716,21128,102
10579,30157,46
32253,2626,56
38404,27772,51
30122,33854,31
21907,779,57
22019,29508,29
6822,6390,54
839,9772,83
15072,7169,48
20261,37769,47
19779,6377,75
11407,9820,61
27230,35517,68
10217,27106,66
38014,36837,76
29565,9847,55
21978,24764,28
17675,22626,75
12170,12851,75
7975,10137,94
1996,18850,60
29411,25092,7
159,10923,30
13888,29736,17
14485,15010,83
12921,5463,58
18319,4984,37
6433,11018,71
27198,9394,42
32485,15321,49
3167,33941,29
17604,14502,68
9921,9159,78
3128,12227,56
18166,29634,27
3925,22817,89
8716,32461,41
4604,10026,65
20653,25016,5
28613,20375,32
7738,31012,61
26751,28664,42
34219,6317,56
25031,3122,23
36146,2729,69
19521,30003,50
4582,12931,53
18477,18265,46
13754,5737,32
26731,9857,63
30958,13825,31
33902,1522,53
29723,28537,34
10883,13896,37
26298,34812,29
36907,15983,68
31640,6363,81
37189,20325,33
4818,34091,23
10756,37751,69
12072,21882,61
25649,5662,57
28156,33392,81
31709,20420,36
22980,14628,91
38018,15500,86
3193,30519,42
36085,10264,72
21008,2430,98
16145,4832,51
19239,37933,61
15472,29339,45
16253,16233,74
18079,9494,50
4944,190,20
1998,30963,62
37723,477,51
25944,16211,75
17477,18886,42
5009,26542,26
1671,23748,96
20600,8547,35
30480,6512,69
7112,25737,45
5493,8017,62
15423,28906,71
21266,23574,102
20667,23389,54
35317,27136,68
3062,4038,60
10762,769,56
16799,23568,63
16745,34652,28
4937,38280,19
23556,6506,99
21008,4554,64
16973,1628,55
6063,29353,51
19269,22148,41
19060,21088,66
20377,17303,28
4724,4240,54
29772,4784,18
1735,28845,74
28557,9496,57
14540,21457,92
33021,23015,84
9385,19862,55
36114,34528,38
22748,27110,64
2270,36796,79
26374,19578,40
1902,35318,97
28925,36333,51
34005,13779,22
1096,8684,65
28957,22731,79
2713,32652,56
14418,2284,90
6485,15399,88
23308,36961,83
13559,16164,50
3413,28267,66
1590,30017,66
18491,25597,61
3163,6881,27
34049,24879,12
774,7928,75
28992,32285,38
20658,16926,13
4224,6238,87
1916,11493,54
26565,34211,21
28178,8365,79
9214,7092,34
30099,8435,55
7219,27892,53
36459,26558,33
9272,6976,34
18785,12371,52
29022,10250,81
1640,15284,85
18965,9330,43
7910,35323,96
14415,13903,55
32377,12113,44
35007,17329,43
4194,1163,72
15884,27016,52
9769,27753,97
31587,10029,85
13890,34528,30
33863,928,41
37076,4104,71
36011,21340,71
17617,6,32
18803,31273,34
11672,34798,27
31202,15216,59
30041,22565,71
3381,38694,25
5262,10962,43
28595,22206,55
1957,4210,84
5592,27966,65
4600,18754,30
13007,6810,46
19560,34933,45
4551,17630,40
35768,4226,93
33145,22648,84
5319,34504,36
12214,19812,64
8733,31121,51
33778,19120,25
10110,4745,65
28153,1586,90
6840,314,13
21143,38765,55
6942,15243,48
7158,32371,15
32550,7715,51
22061,9178,52
19906,7688,71
3446,16271,57
13040,25168,42
18523,17401,49
22572,30030,71
37148,22681,80
2746,1735,92
35662,35546,106
28129,26688,58
16757,469,17
34617,18905,33
38603,26321,17
23691,937,84
28513,18368,53
22778,35575,102
17312,15380,67
21278,177,56
6409,7821,90
22760,22807,98
15873,3181,57
33978,21993,34
37038,9852,82
1249,20608,34
25726,30248,60
419,16780,17
28751,17597,56
13096,23736,91
18432,25173,26
16645,29258,15
16018,16555,48
10999,20715,26
18320,31576,57
9835,6418,98
2561,6400,95
20566,4838,16
14398,6414,89
38547,30285,27
11021,37834,69
7507,22069,68
31934,32355,42
22911,17753,75
14692,25954,80
1093,28836,62
13037,21409,89
18481,2544,71
14712,32013,76
19075,16255,53
25697,1224,70
17288,20489,28
35467,19070,69
36014,4021,61
25664,18408,61
33844,17290,35
10234,8670,84
8277,1267,65
37088,35400,84
15930,26451,49
27328,7902,58
4976,16615,25
9226,15213,68
17353,163,32
34762,29655,21
17608,6506,73
4814,33934,23
21080,38589,55
31781,33775,43
10078,29502,55
20641,13577,15
37751,32643,53
8604,24307,62
3091,29565,24
9178,23444,79
33491,9157,62
16762,29697,15
34637,17255,43
21524,24325,79
18349,15099,64
23254,33824,61
4545,22271,39
14508,38441,47
19783,8529,61
37851,5600,64
37102,10679,55
18881,3401,36
4963,18392,37
30964,4989,32
2588,38496,53
25991,28144,84
30793,2486,66
37646,9154,72
30388,30296,44
20283,23563,54
37220,33524,66
8278,31660,67
2495,29301,52
73,15095,47
6822,34012,16
960,15301,73
4524,60,20
7644,33506,78
28555,11587,40
20554,15193,43
24406,24148,58
9019,14476,69
15826,2627,85
30883,7204,25
410,23366,58
19599,133,34
11615,6060,57
