card_1,card_2,card_3,card_4,result
34142,38004,27457,1011,55
16093,14599,19202,34925,59
24319,30454,32761,2605,71
28989,31080,5439,22554,74
24839,24016,31121,28642,34
24124,29380,36909,2517,64
20019,12391,9879,16555,95
7118,36763,18186,35465,98
25773,11692,13870,5750,71
6895,37506,27967,31206,69
7663,23698,37103,24307,92
28617,4674,4825,26470,52
26743,11720,34699,3887,72
22894,35695,22533,25040,139
13629,19230,3090,1572,53
36814,9798,20340,14546,77
19053,34879,5332,11360,36
33453,10533,33792,16513,69
7695,34272,2534,38516,66
15873,2309,35605,19519,131
836,18391,27260,8399,63
19148,34678,18989,36886,35
25749,11635,32597,14481,66
20571,21272,1814,25856,102
32700,6303,14491,15307,60
28862,36391,7709,12362,74
26596,990,2442,16984,77
11558,12018,18120,27772,88
37696,25000,22718,23018,107
32553,37082,33799,26746,44
3361,14695,7736,4985,56
35507,22594,8498,12123,147
11547,9899,3289,8502,93
31943,32673,4045,33185,101
12510,38655,28905,19992,53
8709,7945,37737,28814,73
15755,10073,8290,21477,146
18840,17393,19569,14627,50
33907,28126,24412,21969,70
22169,16912,32258,21925,67
19244,16778,10240,28022,93
35655,14474,6519,36309,116
7904,1151,28959,33146,73
24153,7534,28585,24354,46
29346,35651,3174,25997,110
27100,38717,11737,30474,37
21873,37825,38580,22554,93
12248,12495,36954,38585,80
30783,38278,5393,16823,38
37266,10628,7523,965,71
22053,34000,4923,3863,89
28719,33908,1932,33813,50
25851,32472,38524,9405,77
6271,11484,23411,30505,112
36906,28025,33015,1524,90
22191,22911,9952,17767,138
11282,31832,17392,28811,72
23410,12039,2487,13941,131
13169,37557,15792,381,102
25927,36099,817,10240,118
4544,10228,17507,35410,144
27279,38014,9475,36471,72
6237,9058,12517,1026,108
37847,8357,19098,35331,107
37703,23754,18830,36482,98
30331,9045,15066,22572,94
16768,22679,893,27119,73
3058,25627,23437,21775,126
18803,9175,18447,3058,68
8447,21216,28134,6943,100
248,3519,25067,22245,47
19560,871,5692,9174,64
13134,9022,18761,11523,83
11385,1665,20768,7735,48
2445,338,18421,23603,114
35726,24149,14400,38492,82
3281,30792,28840,23482,88
34212,25224,38589,33426,44
22525,15346,13003,19114,93
38412,16705,24822,32774,27
23432,17602,24399,21212,131
31882,15968,31691,1952,101
6343,34680,15160,26501,60
21405,2388,9005,35546,164
21200,12043,29436,29667,82
212,11482,18026,22252,60
13617,24290,18923,4970,42
12437,18014,26475,3225,76
29538,16249,872,13814,68
23481,25781,4826,20659,104
14750,18296,22098,28674,68
36095,34773,30266,267,48
20573,29615,36105,21176,66
16871,27373,4132,38490,62
35011,1682,9048,22629,96
23367,38491,6062,13004,128
27994,21264,19890,8726,99
31515,16947,30836,7113,52
29295,28782,24790,31226,29
19023,20535,4996,25898,58
987,24332,31106,285,43
33342,7110,19225,16858,51
30238,7549,32005,23724,110
20012,24320,31704,6180,71
18145,18082,23264,12298,122
28892,21088,25185,32579,67
18183,151,16547,27155,41
29281,6057,993,5348,66
27807,7063,16561,11575,56
8523,36097,8649,4978,72
19218,31154,13562,33898,38
23566,3251,15053,26377,86
29635,37601,12345,33056,85
148,28085,34091,18013,63
19568,26617,31701,18027,62
30133,12062,21330,16709,103
36162,27123,9241,31039,58
27277,34197,19957,37536,43
18928,24978,22625,7658,65
18420,16009,10535,22018,99
19561,29689,36796,455,31
2355,19633,12947,33985,90
20602,6971,31634,18231,53
38409,28892,19737,16953,34
36509,22176,30378,18904,64
25011,38551,23614,21515,104
28741,12833,320,28209,85
8256,3253,1193,8522,74
12155,9238,31938,29602,86
10996,30436,12364,12188,100
25599,29517,13182,27284,83
5500,27227,14378,37794,52
20367,17494,3170,26560,54
10067,27141,27476,31707,80
3237,29267,3514,25850,68
7681,28129,14576,9078,84
21163,15909,7235,15875,117
36294,808,37697,15819,91
4008,30056,272,21280,110
24427,19963,34616,12219,53
25200,24075,4183,11321,64
13626,21471,37039,18869,78
10608,31098,37998,12290,86
16032,35340,16183,21260,166
782,28643,37526,23372,106
16652,38766,1716,7949,52
11442,7536,21385,10962,92
2734,11754,9404,29316,78
38664,10874,33228,5326,66
36157,30969,35325,5501,94
28531,28024,22855,17392,106
18023,18151,15856,25705,109
7954,6994,9100,30023,69
25807,9993,4773,22748,138
8535,1170,9053,994,85
13649,19624,21853,25642,79
30977,8012,36986,27339,45
499,31685,21175,12461,104
30512,16510,18189,13598,62
18999,29693,30463,8657,49
16149,19082,15817,25682,108
24109,19158,27063,18283,39
19826,9228,11574,13037,83
24151,22837,28507,17709,87
35604,3294,7093,37570,101
31207,10113,35605,36255,130
6055,8600,4004,29581,99
32647,11001,31772,37777,78
14014,3094,7732,13685,56
12851,28232,21385,34043,120
7811,26008,10170,6824,107
19831,10925,14333,32486,48
36313,12185,12161,38571,81
31885,17355,35502,22763,146
24961,25774,31567,34243,72
25579,26719,5357,26614,72
35572,35562,27041,19697,122
21760,30381,28755,3195,68
33358,3232,4043,23737,135
6222,1216,6168,4975,96
31982,32605,21105,3801,118
13009,22098,31509,15853,120
26334,3329,17264,7827,68
23568,15299,24422,25753,105
22000,7817,21264,5753,96
19159,17493,17423,26436,70
37094,13920,20454,7867,46
9181,25016,9372,15441,67
15067,29300,4985,19633,32
34797,18148,3282,31602,66
9377,5728,22770,19965,86
4739,10214,5300,8544,95
10546,28942,13233,32018,97
373,36267,25926,71,64
35271,1253,17428,23258,152
15369,15917,28691,33299,80
9442,32729,25686,15089,80
31632,23502,3862,37220,133
2351,31880,6454,12482,122
13073,28726,12304,2688,117
33492,24341,18007,13783,69
26403,33475,25794,1230,93
21897,31739,33390,3287,89
34647,21271,9184,3818,122
26437,38730,28712,24258,38
3934,33330,32348,37907,101
31142,13644,33448,25150,53
18045,12468,15152,23293,110
6001,33297,37549,880,101
31163,62,9126,4737,58
6221,32405,22257,30500,82
1574,6807,8460,16052,81
18791,33329,22216,22926,97
11471,3055,6758,35715,87
27255,16861,8599,35631,92
20681,12781,20482,16134,76
30292,30250,37926,7787,76
3362,24843,3188,3159,45
30905,1678,26352,16092,75
883,20320,12297,13525,63
25107,34582,21996,37782,59
27044,23749,11298,25999,102
28933,27500,36129,2747,68
23525,23320,36462,25602,156
6370,36349,1563,22783,108
24011,4579,38274,2642,64
28543,35422,33242,22132,119
13953,23462,3298,21063,123
19819,36426,29449,5372,38
20519,33185,1165,31657,71
28955,18382,30205,27489,54
22987,2560,37098,7999,107
21894,7138,10691,36153,69
35360,23388,4993,28626,134
19735,38476,36147,8663,48
21761,3148,22935,32008,102
30767,9173,984,16768,67
267,18021,10554,20554,50
33157,19738,30939,21480,87
16514,36081,20541,12516,59
2435,18149,13574,19144,75
29570,14507,15010,20534,26
26437,27370,17489,15925,75
394,31211,16984,10845,49
27935,19026,1986,25188,57
32301,34159,7536,3899,75
30360,23275,25089,17411,99
35440,3159,3012,20667,86
10261,2463,21900,27898,136
34095,16036,16595,36814,68
33823,15355,10172,7942,81
22118,14251,20572,32531,46
30768,9505,14493,10,56
13950,38601,17260,3028,58
16070,34021,2575,2483,114
22119,36473,24023,3881,91
9482,24283,31248,503,53
419,27878,30775,25811,80
3806,12840,2762,14566,129
22125,16085,16784,28070,96
4611,12509,12148,28945,86
7217,28769,15197,33998,36
15771,14016,18247,3087,80
13599,3875,22232,28618,91
9366,9005,22029,2569,116
25637,37806,13270,27028,103
18448,17558,35486,4606,116
10521,12765,28957,27881,101
15229,18853,11727,12988,63
26502,26461,8686,30301,63
23385,17770,4860,12062,122
19981,4173,37967,21775,96
19940,5639,14274,26020,66
28208,11467,30843,23331,100
24344,37670,22536,31657,97
13047,11518,10883,36387,87
18358,33386,25037,27267,54
17397,20549,26268,12464,70
23324,23014,15185,11014,122
26280,937,13914,29710,47
35255,33301,30060,334,107
28752,16984,30475,27183,45
11349,29333,33877,6903,30
5482,35583,13070,27785,135
34670,34618,32390,27045,28
34927,21136,29447,4904,70
19581,30311,30256,14642,54
5686,14667,27085,32558,36
433,508,20434,16081,47
15814,15462,14524,24232,62
17585,32485,9930,22089,106
16990,15209,11330,10974,51
6237,4625,6210,35447,134
2711,33131,38480,35314,124
7877,13562,22980,36126,85
27790,22924,35718,34910,132
7832,33031,6938,32615,58
15271,37681,15279,35449,96
28063,18963,10201,24088,91
20396,22527,34553,7026,57
20766,30091,37892,36482,60
29423,28825,28650,9925,76
16657,2451,5430,33815,68
20505,37704,27828,29369,58
4932,38620,31955,37548,67
21372,14577,21518,24793,103
37521,16949,34118,2527,80
12090,34999,12494,36895,83
15954,9358,17430,1079,105
10569,35359,16198,33083,138
26340,4104,3480,37244,83
29742,16003,1044,26577,67
22049,33819,37079,26489,60
2473,3463,32701,16787,69
6175,7929,945,21980,90
19537,18782,21828,13223,75
8405,37244,36149,15428,60
37147,9400,15479,16995,62
6861,36248,23476,38535,80
19678,5297,12516,15758,81
10107,6356,16208,28698,125
18376,28192,37213,17303,89
29480,28973,26645,21383,72
8438,16548,25955,37866,92
7747,18111,24141,25174,48
6110,17591,4046,21891,124
6092,31765,24007,330,71
20753,37885,9861,34015,83
17428,3992,36907,481,89
16774,29603,27106,10902,41
28762,447,8658,30310,57
11422,25117,38662,18203,38
36389,29534,36189,12751,75
9942,1663,22224,28558,104
6932,6155,20502,10002,89
28517,19543,163,31043,34
10696,32703,30995,8340,61
24280,8468,4615,35401,100
20535,6271,8468,4656,69
8665,12226,14503,5646,75
4198,13700,13520,1620,88
3413,3274,7198,8740,56
36960,21970,3228,30957,63
19717,19717,19779,13696,31
1664,12375,1769,26736,82
29733,30822,16598,14447,37
10950,16222,22565,28763,107
18463,3225,30442,14379,64
22241,2691,15238,32507,76
7643,13763,33864,35747,94
12043,9342,32017,34643,90
26719,24282,18378,27107,45
393,33005,37084,23551,100
38279,1030,7582,14344,51
900,7899,25654,37826,94
33511,10937,15451,1154,75
10546,13505,27217,1745,59
22798,32678,9030,16935,87
32447,5327,15438,24282,37
803,25763,30073,1022,90
11678,35407,32640,30140,92
2557,9898,34523,8458,113
15777,37926,24284,27379,70
22500,32754,31674,34725,80
18967,27357,19741,12790,55
26553,7601,21773,34896,60
36306,27523,3070,18994,40
33275,15011,15095,28563,55
38634,36515,9452,7201,56
9438,23729,24819,28138,111
10728,35469,16151,10655,133
21179,38655,5408,11530,71
33382,10239,26695,24008,96
15337,21241,12934,17340,117
22872,33476,8456,18198,108
25849,11704,12096,835,94
12100,13225,11634,18882,85
10817,5534,30167,36251,68
20407,22523,35281,13196,137
17350,1217,28760,12485,86
24197,16825,10642,10063,90
3030,9880,27836,27222,94
15513,28628,294,26636,38
27774,33122,13505,19107,74
12190,4784,19666,37026,65
3349,18949,15044,18860,34
26457,7638,1921,33094,75
38585,1568,33121,33382,79
5501,17677,16127,33830,80
21496,30220,18916,8521,89
34567,32348,19098,3030,36
33901,32624,33814,7710,42
971,26007,38737,9460,87
37022,38267,31117,35543,86
30237,16968,6993,30874,46
3359,10084,30318,13872,93
3118,30500,34768,6077,72
15227,3253,19213,6762,35
31952,5623,36087,4094,94
36838,17743,23491,17472,119
19723,2663,17740,30845,78
19908,32424,5729,26450,38
6896,31794,24876,38655,39
22224,3387,7859,16504,65
1213,6413,32544,3846,100
18324,34681,9250,30285,74
3898,2359,1032,22712,136
18124,14024,19684,14393,51
4241,5525,18500,20623,76
13918,23768,4531,30084,97
6880,34584,25154,1688,38
4689,33362,5426,36506,69
37879,22656,12438,17273,120
2452,8692,37504,17526,107
22525,13668,28233,31139,91
5632,34673,6013,28235,80
4118,27234,20473,8318,69
7620,9865,38455,19547,75
7693,10204,34148,6751,80
27407,6372,34070,15815,78
28058,24885,6228,13721,76
27005,26342,8571,435,43
20345,17305,33069,36870,70
13749,13553,27429,23285,82
21250,19685,18249,19190,76
5250,26318,19104,7765,46
29310,30129,3050,21072,80
13808,34610,28904,11382,43
7113,17636,14650,9261,73
10246,29498,3935,5466,106
36096,11476,36980,17378,67
7165,30998,20475,18186,39
6212,29311,22860,15393,84
27079,1908,34257,10812,55
28065,13632,30074,36220,75
28942,25864,35472,18494,124
28015,29647,1195,9781,98
38620,18861,28273,34903,47
4992,19758,20342,29717,26
27015,5023,27177,35745,78
4531,14772,16601,23536,89
37817,18124,21358,7583,104
27304,19913,32401,2554,54
2299,29696,9155,14474,80
25732,21988,22262,30514,102
27013,28180,1887,29739,56
6829,34699,36007,8316,52
9365,9883,895,26634,106
21923,9798,25058,23581,127
16857,13209,16066,28129,111
889,2484,12429,30174,102
15280,7114,27499,2685,55
19126,35687,4642,1813,96
20764,30464,28227,37211,63
30288,26380,315,28788,48
16137,23546,6781,29549,96
27182,30516,20638,10008,72
8310,1005,10142,30978,97
31034,18209,21521,6002,106
18071,9888,36204,11284,94
36978,7787,2672,18249,87
35496,1713,19534,29665,86
6315,4076,9994,19018,128
27436,4718,24408,23666,79
16018,31605,22043,2620,117
8542,35435,35548,21025,177
13007,37211,8280,394,81
10919,27255,5566,16661,49
9869,7516,26616,4608,90
21891,25122,34106,37556,60
35663,20599,20508,8652,81
33185,11610,15795,11578,80
16718,15466,16055,217,58
31071,31525,1882,7122,61
35331,14591,18210,37579,112
17706,14550,5641,18484,70
34957,38296,7728,7777,45
27955,27334,21755,35257,112
33212,7572,33393,4020,112
6934,25122,20589,19647,18
12385,19267,19675,14468,54
6270,10822,28790,18864,72
24807,5531,8524,1940,56
34127,16609,19086,8021,42
25723,37192,25645,11016,109
8406,38,17400,28987,65
18895,3400,763,25036,41
18932,36023,6514,24030,63
12844,23395,3796,11720,143
3443,22740,36033,11711,80
19743,29538,18345,25058,33
27158,24273,17360,27860,67
11745,26601,35695,19901,84
19763,16912,14316,12102,59
23380,2665,19074,2768,130
21221,11655,15898,22572,127
13202,33434,7995,22543,122
12830,13658,27004,34622,64
25199,17351,9904,15342,85
30478,9473,21501,19973,96
4669,26010,27294,15441,62
16247,12234,30464,23469,133
9500,37858,8520,15944,106
32005,22599,26729,9108,104
33351,25715,10591,27079,89
35493,34838,34120,37180,88
2747,33853,4883,1724,79
31752,10226,9185,31251,110
7958,38564,37923,34974,53
11506,29634,15085,31750,46
7700,4646,35622,27251,90
18777,10090,22617,22119,118
22825,28897,12031,28783,94
12288,27378,18280,13101,93
31063,28873,34020,31667,55
37017,11471,7951,10154,89
37889,33807,7123,23423,92
80,13995,13230,28074,86
22026,18098,24229,25085,56
30925,7020,30023,10654,57
23252,27913,1033,17540,124
25215,3201,16881,14763,40
36978,1866,26664,27279,51
5634,6896,23399,29555,75
13031,23743,27193,28645,107
14475,7773,11557,27399,42
2327,24088,13199,22630,124
33806,34125,1010,33086,63
29549,33199,25783,22728,107
35713,15019,2577,16852,111
30814,19946,10761,15388,46
25215,33816,30199,12449,60
23710,20432,13888,29649,71
34550,22509,5677,21511,104
35526,36436,30138,23581,142
34865,1613,22594,17774,94
25794,1819,9087,26762,96
24284,14277,22867,126,67
32008,30192,16852,26348,65
19092,17529,36031,27384,52
24295,16051,985,11535,70
28052,21521,12127,6776,109
5711,16056,33458,2699,108
33353,32381,3899,28199,105
14581,28198,27466,36420,60
31107,32596,869,4096,78
33230,3830,963,16972,98
8487,1069,10790,3937,103
16729,17314,30444,26704,67
15116,21348,37652,33050,103
3231,4666,13668,25981,77
33239,7704,16990,17471,80
22185,15921,13051,1014,114
30286,14334,4777,10840,66
7095,16156,10264,16548,99
13089,35393,27950,26580,135
21259,11630,31588,36193,94
7794,15485,27437,2757,64
1036,27062,13629,5562,47
15248,35679,17610,24819,93
28930,33803,11283,7145,38
18242,2316,36765,4662,85
22642,14019,36906,10591,90
17652,11630,9224,15379,72
9479,13258,36966,8642,103
17334,30459,30504,1039,80
2590,16932,17283,1222,91
4635,268,21979,35433,100
13220,9111,15423,18260,95
24808,27813,30978,32439,49
17359,27370,10968,9941,100
28637,19188,32251,17728,52
25739,25644,2012,31202,102
21751,14585,28689,8406,69
3312,16142,2413,30259,101
6876,13876,33248,34118,56
4854,23385,14725,11017,100
32443,16758,30935,6295,61
30513,35693,12517,10948,126
26772,21938,13505,375,55
15330,21462,22036,7790,92
32416,12387,25669,20382,76
27217,15896,8251,5629,70
34702,28897,19231,23524,78
22691,37750,6485,12969,135
4132,20500,11426,14435,66
36514,19559,22269,35591,102
29298,35282,31142,19852,76
21916,14628,2378,17460,98
8315,2494,10729,20010,85
12509,11478,1941,35704,116
10929,28887,36156,28520,62
15013,37000,20341,4966,39
22151,35378,2297,17599,142
6327,27000,23295,13780,101
26416,26742,31230,31767,58
33823,9985,5398,12108,99
32423,39,13250,16707,64
13882,3335,23619,11360,89
23509,26300,2737,1937,120
25634,23602,25762,37112,139
5491,31026,12398,20641,54
17595,6506,31227,13660,81
14678,6907,37204,1555,54
2446,32463,25628,33238,107
21165,28529,8647,32424,85
6837,24782,36900,14010,38
12339,36306,15064,23406,106
17313,27837,5708,10234,114
4077,16518,30929,38655,68
34923,30840,6113,19010,56
15100,10081,27316,32448,68
36810,20403,36123,3796,75
3921,11462,34075,16162,94
23511,15420,117,4128,108
7539,34121,8324,5756,58
15942,4568,25879,22853,123
31630,6464,15413,23324,116
21973,18290,21281,35446,144
15794,37822,20291,4787,73
20618,18205,1100,7760,56
33087,14277,38494,25625,80
9904,38548,34019,26491,74
13754,13626,9164,38488,59
37830,32330,756,24230,59
2452,32587,24078,20633,55
17509,30306,19752,21205,94
6228,4192,9833,27757,150
31688,29415,1738,18070,68
35486,20744,36390,8626,95
10737,35019,36124,25207,49
25257,22507,34024,4549,66
26675,19505,13060,4149,99
15475,19848,22803,33984,63
21274,1690,15490,8403,93
21884,38527,21375,34152,82
30870,20683,33491,33792,48
38403,223,10736,17466,59
2273,22233,8753,33038,108
4698,31512,26007,17682,100
24372,35568,15495,28884,85
31035,9396,10238,25038,89
15491,23733,2733,28192,124
32557,25829,15050,31789,76
7880,13516,3191,8253,64
26354,11545,9131,20489,52
1920,31602,186,27018,54
10791,9993,7641,13510,99
25034,28114,27036,159,41
26455,33203,34869,22749,87
18040,5703,6348,10233,112
25111,14493,19598,31969,45
23606,17456,10662,33021,127
7218,21343,18430,27294,75
26415,13119,12230,3281,95
29350,7156,7272,28084,46
14251,3011,18492,6499,78
12133,12151,37117,30275,93
18774,23759,19909,9081,92
37638,24931,36787,18825,48
1574,21838,17348,21392,114
12217,3501,15940,13821,90
29746,26635,6432,31554,72
973,16778,13829,31958,66
29269,2724,32582,18358,68
3969,21359,150,31588,116
34511,28930,18004,35705,96
235,6939,12799,37253,67
8520,31215,16059,24090,73
10528,26385,7819,8685,71
9920,19969,33209,18755,87
33500,27347,36432,8613,68
32744,24076,2607,1574,73
37553,36035,9945,37887,112
14702,27185,35384,16048,105
30127,2363,29494,38021,82
12159,28867,31982,27201,70
12129,33999,25246,21395,86
29021,32749,18015,31635,64
38420,27122,21788,6210,65
21943,35588,6981,21468,131
30895,405,33349,21012,87
2305,18068,25218,4964,73
37841,25847,1671,30371,98
30216,27008,36974,25561,73
30279,31033,18976,28925,46
16184,2648,1835,22921,129
17416,23361,15453,32376,94
38769,29409,25765,21086,89
15180,12007,37992,34845,70
19527,7730,4719,15331,44
20497,34591,15157,34788,26
19937,7582,34589,36292,46
30178,19878,21961,17468,74
27788,6315,21255,9493,132
26292,12807,7893,5677,79
30870,33940,31585,24470,52
32618,7802,6754,10858,53
27839,5453,17373,11496,76
21350,21334,37009,7700,119
3346,5,34877,17438,54
17261,33132,19653,26558,71
16156,34614,29379,27088,49
6129,1269,9022,9431,106
28100,1673,24321,37616,81
11343,23511,28591,32604,82
31112,37774,30840,2313,80
6082,38668,6460,32589,77
28667,7848,21434,7668,88
9853,1137,22238,21138,134
1593,24524,37972,23745,105
18879,19096,2544,10003,96
11495,20331,1989,36217,48
21163,32482,24806,33770,64
17015,12414,37725,1989,85
31716,15475,17519,27768,86
15137,30910,22816,11661,68
22555,1785,3139,7015,81
24275,25659,13965,10936,80
3109,37016,20606,7940,47
33872,31043,33360,35512,102
22208,10988,31017,37199,71
5607,27514,32438,11660,34
19054,18878,17498,30113,56
9426,31818,22211,9483,104
36216,19598,1878,17432,68
20606,14440,12209,8597,65
15503,13796,10255,10216,117
35547,17656,38662,4552,101
34039,8297,16768,27152,45
19051,37781,966,6040,80
18862,3948,24452,14772,69
20498,13203,3201,33949,64
15863,6833,3457,9471,82
37845,20469,32501,410,40
9836,27259,31124,6143,94
3975,27311,27848,22503,114
7176,3449,31836,15283,53
25244,28539,18408,35582,91
896,19908,25778,26373,72
27373,33401,19255,33037,64
7670,2745,17544,8289,99
27398,28752,19543,9859,70
20635,10854,17430,322,56
3991,4622,24484,18759,71
25863,11426,34202,34904,63
36964,2499,38651,33173,83
28113,15319,4738,28783,62
4520,4031,36279,36517,88
6406,34670,2603,7613,92
14437,4262,34179,5384,75
11463,8336,3997,25666,109
35664,1036,26385,15399,94
25661,1769,10720,28947,90
30143,10174,9997,36193,130
11261,18055,10591,3961,94
6493,974,37022,37709,89
7035,10140,37214,7220,77
16956,4804,34193,33382,61
1083,32431,26566,18018,58
5001,38476,18497,4150,81
27477,30043,30871,6152,64
3783,21497,27082,24917,93
19257,953,7992,18430,60
33882,12519,38593,11439,54
31672,16602,10979,12062,87
28623,35676,35771,35594,180
22143,2584,14269,33237,99
26516,24295,2450,7846,73
26705,15070,13876,22065,57
19990,28586,36248,11706,44
12202,778,5378,22550,100
31526,6146,37752,20772,82
25078,5603,12280,2392,81
12951,30435,17370,26565,95
1609,14602,883,4825,64
19805,808,5569,16187,69
23643,5740,12474,20272,96
36167,36278,5006,15207,54
37767,12449,29674,33372,85
9349,1941,5411,34022,69
7238,24450,4172,26293,70
23455,6775,18166,13264,118
22612,30138,15983,12161,121
22647,23304,37611,31965,140
12310,24105,3469,36212,69
22515,16207,10186,18792,127
6006,13582,15850,19168,84
17021,20003,35318,20002,79
20625,38374,15288,4077,57
29421,978,36767,13009,76
19191,1652,21870,19797,56
1678,36215,16090,43,75
1049,25696,9257,28232,110
18764,12128,33012,34532,71
11390,12085,33481,38635,72
3781,456,16660,22928,99
34244,19807,23256,29310,71
10088,30377,28721,10733,100
12362,2656,3299,36012,96
25179,30810,15033,19516,27
23761,37101,5521,36023,95
29561,17014,22078,33968,48
15440,8694,12962,6750,75
18857,31784,5271,19865,48
4265,16922,31608,21904,101
33912,25814,29540,13817,62
30459,29277,27176,22757,66
33128,4510,8515,24776,65
9391,17269,25900,23269,142
24871,35527,33947,31158,78
25942,10113,12173,35425,170
23739,4231,33220,22168,145
3435,2716,17308,15224,84
5481,22658,17662,14320,90
24915,16524,6403,6218,78
18397,18405,19148,279,52
37970,23552,2520,18057,132
33287,35011,30344,27017,57
25605,16565,4738,30936,71
18106,19831,34786,26752,46
28100,18230,7965,13118,103
1856,34738,12281,22598,98
18472,23649,27938,34705,108
5711,31677,19713,28563,54
8303,21482,4609,34712,87
3434,9244,33371,18245,89
29354,20690,2406,24969,45
9141,29263,13252,29397,75
14364,9931,21138,29438,108
37883,11432,26346,38276,51
19030,24467,3074,1966,49
3331,9087,36491,2282,94
30263,19793,12013,7507,70
24518,16709,13696,3760,75
18112,31544,10175,18069,112
283,279,14021,30275,43
8321,3489,19983,17339,67
2350,17540,4682,782,94
20502,25505,10780,3496,74
35747,13684,19825,4241,117
30451,2414,14581,38668,71
171,6961,37761,34566,45
30494,9909,27414,18001,90
27987,24069,38408,33011,69
22968,20610,11768,7759,68
31080,32289,4766,28670,44
9853,24813,7074,19817,64
5443,16507,2514,1219,77
4243,4099,3153,13265,137
13572,36472,16225,3993,104
440,13974,16828,2617,66
18499,5581,18066,2362,88
21775,31177,7878,4101,92
31081,3833,13728,11642,75
14416,23259,14681,15201,84
16249,13953,11687,13143,95
32300,26744,36092,15515,44
5751,34,8336,7149,46
8729,2482,37754,14742,93
22059,30101,17679,70,74
36247,28015,6265,37128,91
25265,34766,21456,34168,64
26411,24418,14260,36119,49
5284,11634,16755,12033,63
5762,19919,4778,34255,41
1907,15445,1537,1241,66
26616,20480,21008,18761,64
25732,19009,174,15286,56
16838,10534,13778,31094,56
27906,10094,37164,13857,104
914,27877,33212,32495,81
2730,16112,20723,18346,91
23286,19060,2594,11339,104
19054,7870,27341,10564,48
29589,32575,27472,21938,40
18926,9492,15208,36864,57
19833,5257,26501,4146,72
3301,37994,1027,26281,68
5489,11462,21191,27918,94
13821,11330,14362,857,53
31677,33511,1579,31071,81
36376,25240,27391,36453,39
9751,24142,10677,21763,103
19519,8254,3477,9502,69
18420,3809,30803,25925,108
16663,13004,30518,25264,71
6783,4772,34971,36764,44
12348,18072,15085,24089,67
32606,33911,33188,35707,100
31157,9354,25170,18822,47
16534,6377,8694,18095,84
24011,986,10274,20602,77
30343,3068,10166,22991,120
18322,36378,18196,1885,76
7043,14534,15173,31149,37
3881,36413,486,30103,82
31787,27402,32733,21399,80
1603,36193,16083,34877,77
29267,20384,7752,34620,30
20277,14728,10575,33908,45
33412,3510,20476,32366,51
11490,37501,3870,28158,104
33959,31801,20559,15839,68
1766,1015,6071,20631,72
19804,36465,15187,34820,38
27112,33203,33438,20545,60
23444,29255,11434,34876,74
5363,18448,14421,26491,56
19086,10776,22826,33059,95
31607,38332,14702,27797,69
34551,7740,22241,23676,100
25951,10201,2001,12399,134
36149,37572,37742,37009,79
16548,28623,4217,15489,73
24434,38558,6007,23315,98
4728,34656,30484,18898,46
26266,9318,28005,4669,82
31250,5541,32747,6384,62
23308,14342,1602,34528,92
1056,35598,19515,25202,83
19008,36029,4500,36354,52
29251,7189,8408,17672,58
8761,3470,4740,29566,53
141,10634,2476,9210,92
37699,30074,438,8277,69
15967,14647,34968,13022,92
10022,16975,9257,12392,117
37553,3228,12212,30269,86
6876,21250,30366,110,75
13605,38466,20648,25054,23
37925,5588,6182,15973,101
30905,17490,2637,233,78
36276,2668,303,28560,70
12486,22616,25009,37987,97
310,20726,14023,18062,41
22806,27802,10869,3446,104
3438,32441,34271,18848,37
32721,4777,30905,27090,36
34782,21009,6837,9891,107
35323,895,16583,13151,124
16576,12290,33076,18830,74
4032,38681,29735,38296,56
9218,784,13960,18400,79
32408,17338,31776,16094,91
29685,11772,12769,7103,60
2595,18774,2741,15201,86
2575,9990,23290,19255,142
38576,10074,12414,25195,86
12865,36950,8674,35456,131
35370,19521,31130,36100,88
5402,19249,14639,20422,32
32707,18952,38,31194,30
4530,30797,9006,11520,62
10965,31237,6163,37877,88
3157,8401,32436,250,49
30166,36307,15037,25871,78
12790,25523,20263,21319,121
25879,27819,5364,9851,124
13608,32011,20625,7042,46
1083,6199,35343,7629,122
31203,4110,7947,36792,83
22713,24254,9007,18961,83
4610,28219,22258,9984,114
19658,38682,15135,19070,25
10673,18038,22855,36509,98
21326,12859,22816,33851,132
433,13874,3178,31872,57
3516,2518,14405,16675,73
15792,16240,20003,32558,80
31097,32468,22796,27396,62
38479,30160,22048,10128,95
17707,2714,22894,20424,104
23326,36216,11585,38347,83
7833,33752,37904,25942,85
36219,28227,30366,6028,94
12194,3520,4741,5436,70
6305,22558,18265,16641,103
27138,16930,18166,15167,43
12096,11669,10082,31825,112
33919,7230,10979,19272,44
18794,19752,3383,31190,36
21391,20017,37863,31808,98
24429,38604,22085,14480,50
34270,29542,34760,2307,57
21923,24909,32485,30412,53
3825,13864,31717,847,97
17578,3165,13934,35542,109
3496,26344,37687,12485,80
27404,24165,30815,19912,29
16132,28979,30146,14705,75
10237,10176,4109,21246,182
9901,12207,10216,23586,178
24474,9135,13592,8458,71
30440,13684,13032,10744,92
27429,5624,4909,37109,45
19108,29420,11597,34217,29
34053,16865,13543,24133,42
30365,37990,12909,30769,91
14494,31093,36239,37261,53
38474,16726,4754,28641,42
22909,23327,32273,34768,108
18023,29385,1985,1550,64
16989,10228,5389,22236,95
24253,6370,37908,24222,74
36903,3164,13200,16582,79
