card_1,card_2,card_3,result
25853,9109,11575,75
24908,7139,33178,45
89,33175,18095,64
10035,15154,9346,119
146,31683,1152,72
28215,19730,29702,78
6220,30310,21294,119
6242,34764,19809,92
16224,5405,23565,108
25195,7108,25600,48
21954,18823,2564,89
19625,15923,1959,109
31758,23321,21823,111
11387,8708,7181,50
4989,22903,7862,106
13612,34098,3995,62
12147,36911,34740,84
10647,25628,29489,66
26255,12982,7693,94
36082,2622,27764,115
34052,13531,28109,68
12021,30014,14378,100
2342,21816,2709,121
28246,16091,28826,113
36510,18267,30205,66
14392,18330,14729,107
17441,6824,7715,76
5688,37967,23535,116
29342,12238,25913,78
28801,18076,35759,106
32,27816,31820,86
9479,5609,13822,59
325,20661,5569,27
18840,1234,28976,78
4830,25684,19758,80
24970,13980,6916,23
2459,7589,38289,96
35440,25600,22593,140
1775,6393,4845,105
38336,30854,26329,35
19092,3967,33946,65
24876,26296,22672,64
27347,18120,17690,64
26711,36320,9889,84
11529,10921,11314,44
38472,16688,36125,37
30405,27169,13809,50
28804,23265,25999,120
20670,23297,15248,95
2352,8700,2445,129
13735,3068,21327,83
27460,36354,17552,62
28812,9108,24841,60
15422,7515,24876,87
22804,22660,25247,101
18111,15180,9340,91
37581,16061,506,88
31060,1690,26463,74
10202,34721,5723,87
22603,26448,28810,91
36306,11706,15269,72
6198,18764,6483,110
16234,13923,7540,93
805,25152,19745,63
33061,1562,296,85
7147,10237,16500,69
24328,19722,17627,83
864,8655,4675,79
6307,25591,24780,88
30394,1071,11410,64
7099,8442,9260,67
17560,37200,15129,98
35738,24273,32657,90
34052,21265,25741,97
18195,17274,37263,80
28555,35382,38600,88
19737,34005,13238,76
4677,3332,7965,77
34060,12073,27260,60
18842,11472,3095,46
1984,16924,4920,69
11623,22752,6205,106
23710,28069,38298,103
28591,27434,7904,88
13221,26392,7507,94
23501,17303,2355,126
21281,35489,503,109
21143,2538,28104,144
3424,12129,3492,76
37842,37008,20596,78
22587,32282,7604,100
3127,14473,10195,113
19674,26279,13948,53
33064,7184,460,48
22854,37267,13742,93
9495,20488,32614,37
24119,4854,10166,94
8646,20404,5342,54
32747,10097,38454,64
13807,27152,2720,76
21919,1165,22876,106
30894,34710,9143,62
15793,25591,36520,96
346,5625,32283,33
23444,2255,12465,136
28602,30073,9501,79
33441,5689,26428,66
12756,28822,13049,108
4717,6461,14317,103
22981,28965,8392,112
22854,8574,11747,92
2502,190,16627,65
27876,36269,15778,104
17584,18839,13695,55
21359,7196,13627,70
8020,12987,10711,106
35539,35538,33167,141
34923,29738,2770,69
1803,18240,25946,105
13568,19005,10544,53
4635,2282,26445,74
771,19823,15513,101
22652,22651,1911,142
1847,13611,16081,94
18852,111,19635,50
35456,7122,28536,90
7694,36046,16049,101
26306,38585,34224,26
10650,1566,16865,79
23325,28624,14401,124
18800,3172,6885,43
23589,3076,33414,107
25129,27429,33439,53
12316,35352,16723,100
2408,31009,6466,113
11436,14398,31642,86
12926,14679,19083,97
15050,36237,13209,101
18012,7094,21951,55
8553,1846,12887,116
37671,3287,4262,105
1226,12025,32501,76
10852,15216,15394,106
21782,9436,27385,67
3233,486,11703,36
30129,24221,9091,78
3876,29597,7707,87
18279,16872,35359,87
18784,22214,31746,75
5615,26003,16113,94
12511,35543,29515,93
16561,31007,25227,32
19774,24405,38585,62
24863,24152,19525,60
15035,34234,19264,66
1139,18325,37221,86
24254,7988,11387,82
31851,9062,29340,65
38500,7816,25593,86
38012,31268,14670,105
20426,2686,14655,92
16690,273,38286,22
15069,33271,28544,106
10505,35019,33430,76
7785,16027,34155,89
34809,3177,2357,85
6945,36023,11332,38
13845,2349,31118,79
17569,2396,13882,87
14506,18970,34065,67
20396,9946,25800,91
34124,33153,26017,82
4165,2593,22134,113
23329,31042,286,76
19635,9496,2649,103
18364,27429,1191,70
30141,13912,19976,63
19708,18197,26718,63
11372,31581,4640,58
18926,34630,12017,69
11722,6087,2020,101
23499,34011,22098,86
32645,28055,15816,91
37839,2364,498,99
38356,38304,15439,51
7127,10127,6755,65
12756,28882,311,75
27405,18171,35649,91
3963,1262,19731,100
36405,4663,35648,88
23526,27089,15852,104
14359,20313,21247,94
26728,16633,18993,39
17305,10825,15395,91
15797,27366,24327,81
32576,36448,20489,31
12197,6845,3058,63
38620,22813,23728,106
23706,17708,31214,96
18509,34554,35389,93
1978,1088,12055,112
28616,28844,17615,86
32011,3854,1554,118
35465,6827,35720,113
3872,22680,4077,129
4797,25716,10607,76
31120,11379,9252,55
7571,20318,9246,72
34752,27159,29434,36
11274,23399,793,94
9338,10106,3417,98
16984,31917,31738,79
20476,7106,9812,60
10582,15266,34925,82
3288,20417,9039,49
28552,35761,10858,107
4773,25563,17660,78
28853,4914,23659,96
13610,22274,24972,41
17725,34113,22025,60
35567,2270,12035,137
13703,6399,12975,99
25748,37515,22179,108
28964,22973,23558,131
37761,7708,31694,122
27026,38715,22038,45
15173,27501,24915,59
4828,36472,8696,68
20300,29273,34098,15
32298,18292,11439,41
14387,24789,6499,92
9908,16001,24454,117
10821,27272,29383,43
24226,2520,25943,115
53,9805,28521,87
14373,7143,37042,80
30800,13117,38508,62
14296,6337,72,95
31786,1825,5724,97
31150,33170,10985,77
17419,23637,30446,100
22248,1897,25141,72
26689,1616,12082,92
5577,3169,28144,85
16924,22599,12978,99
13906,12320,38553,54
25758,1778,29462,86
1547,30,37269,81
21874,31897,36825,90
4180,9004,1259,99
33368,11657,26534,57
3312,37750,23716,117
3291,33939,36902,60
3075,28215,35731,119
7890,33815,27790,98
15924,34543,29607,58
33357,34193,31806,78
31087,30169,11601,50
5611,36245,29014,70
26613,19195,19831,56
20395,21438,4999,66
7814,34090,4743,66
5398,8554,3213,72
19075,15963,26657,65
1965,29717,27976,94
2328,24488,38300,82
5703,15770,36143,77
28905,37021,1784,105
21940,16971,5742,55
31697,29500,33430,73
4624,19704,11654,52
21835,21894,34738,67
27283,5320,8433,67
15942,6269,31977,118
1637,6752,37515,96
22207,26411,29291,41
17352,15264,21103,117
32409,393,24419,43
36275,10852,21920,70
29575,37884,16736,60
13979,38727,31917,52
835,30437,32339,62
25971,33907,34125,56
20620,1765,2330,94
38620,8014,3393,68
5299,21453,20608,71
26316,16770,36258,44
32313,28050,14544,96
35298,4847,9277,94
35462,37883,3129,118
16957,27943,6806,64
5701,33847,404,34
28076,21879,17754,97
11645,25018,28504,43
2481,24366,17620,103
28654,25056,6297,80
3952,25051,37957,88
15816,33016,17452,98
12107,6755,30462,65
15038,26530,16045,90
3479,31207,13183,77
27443,37500,31821,94
6315,5560,23612,118
21945,9097,23607,104
22158,12369,5582,80
1964,34099,5559,72
8589,28677,24760,66
7213,16230,7036,51
25609,24077,16845,78
38748,23654,28237,103
248,27752,17421,78
11709,18161,2611,81
2484,25813,17460,112
2629,23531,20303,102
1083,25816,3872,110
30290,22634,28141,117
8608,30093,8465,88
15458,13763,4259,94
25039,10271,3382,74
19013,12037,18004,75
6138,4815,25116,64
22043,37138,890,88
23418,37803,6381,144
10980,32646,24190,61
22043,33291,6260,107
32638,3361,19524,56
15258,12074,37147,108
2385,32689,33350,91
38022,37121,24406,105
34840,35002,37850,79
16540,13504,17492,50
6829,30969,36343,46
25948,13832,22846,100
5548,16974,19927,58
16737,17511,2680,85
18502,30437,18386,68
34914,24800,17533,46
38609,20609,2540,55
30197,1614,11303,76
22769,37961,28080,140
20342,29310,33429,41
22609,19958,31741,111
31648,30291,3252,76
19201,19846,28567,74
26469,2348,19995,88
32718,29737,36046,33
9366,20254,7957,72
37841,26586,17375,83
21161,33417,21008,135
14560,11602,10012,103
37175,24167,15017,101
26653,9772,14412,105
2660,18291,18416,94
37584,13523,456,64
13165,25159,19261,58
12891,28184,36895,116
13917,37711,33787,67
6053,25122,22957,99
957,34657,1702,93
19935,5453,38475,52
1652,17415,24081,99
20473,33051,33366,72
33041,31692,15923,106
26461,3314,4816,46
17326,2710,15119,115
28096,30389,19851,96
6138,35672,20376,102
33018,299,15787,78
11583,12275,30436,68
31600,25852,1878,116
12011,19573,7521,107
1879,21184,17695,120
22515,22622,19076,114
16595,5547,22524,79
6252,3214,10259,118
33483,9782,3327,106
22048,4832,23448,91
3352,6398,15180,108
20733,6771,10990,33
11623,31145,13163,67
25183,21421,11687,63
22633,36211,22259,95
20470,20356,15830,41
5671,33338,33400,89
11462,38020,2256,103
19086,12802,22019,80
12386,21506,31508,120
7225,36423,42,34
25585,16960,24299,78
15795,10800,4870,75
35562,6196,31737,134
23740,21517,803,134
30099,33888,4590,45
750,16840,31578,77
27299,2006,38561,64
24863,22031,14504,70
31068,18006,19973,69
7073,14299,10167,100
6162,34764,32632,72
21962,363,3150,51
28033,22683,19987,123
35574,16859,7837,107
30211,20005,28815,80
338,6058,26687,65
893,29269,35503,89
19031,13793,2687,77
33913,28090,21805,80
17596,13781,31792,73
9025,28092,32336,81
32277,22001,25051,36
11670,7711,33961,62
24364,6044,14370,118
19018,27522,37107,62
33292,5646,6474,101
4944,7178,1596,65
21232,7106,12152,93
37878,36765,14004,89
8698,8600,11660,76
16968,12890,23753,102
10026,35591,34022,113
35463,30231,15325,116
13591,6872,29367,24
29015,30258,9923,103
17443,17679,15978,89
21227,15784,36780,118
1502,17759,28880,100
6332,24098,36054,97
945,26496,26667,56
23488,37738,7988,140
31500,29352,26435,50
33845,12377,37133,76
6948,9041,38613,39
32306,27009,31519,57
33199,8010,6865,85
30029,12872,6498,108
25127,14664,38281,50
17672,12887,12399,101
15327,4991,26522,67
1939,33923,38588,58
11490,1779,2653,102
8529,12008,37524,114
12368,7657,22745,128
33811,19706,34082,46
12984,28670,20742,71
6778,36279,1634,72
36116,38427,32365,34
26643,12194,27788,94
26568,33013,21213,97
5697,2282,15357,108
21233,28742,3962,120
31737,8461,10050,118
38362,4635,1738,63
12772,32403,25792,85
24370,33880,2751,86
15928,10515,22597,110
7842,2375,30922,109
6257,13871,31599,94
37030,13774,16860,55
37853,25965,28000,129
18400,6385,26485,82
30291,21970,37783,92
26383,3453,22900,81
14675,6880,8582,82
22863,33368,33780,93
18517,35019,13125,79
33964,24263,15458,79
20590,18362,30953,43
19019,32613,12813,63
21504,10539,27132,89
20672,29732,22571,55
30849,30331,8568,73
19954,19513,1881,100
32357,7121,10865,39
12281,32702,20259,46
37200,35011,27826,94
32726,15503,10916,73
10986,5698,4998,57
414,7732,29337,53
29280,9479,20689,33
31927,5746,27432,68
7914,4195,12105,119
36812,32370,8568,72
24274,3776,30301,91
6512,38393,8769,85
35253,21213,13566,116
6201,16151,35468,137
38365,10122,37160,87
14654,13045,14455,123
9939,9985,10563,126
37926,26726,835,89
13514,26619,22057,50
37019,4982,34175,54
4073,16164,25120,80
12108,3226,10024,107
36782,24342,8436,93
10177,19815,13247,118
6858,25047,5752,29
24786,1698,10804,71
4513,12516,10678,74
32634,33468,34042,52
12503,22680,31709,119
11770,32401,27431,33
10564,21960,43,55
20330,20425,22592,53
22808,37030,5398,99
36145,37548,17265,92
13252,29772,18090,66
34014,24291,9273,65
38773,6343,24490,81
24769,821,12764,74
23489,1159,27915,130
4786,26574,13835,39
1789,28560,20589,76
32657,13069,19641,75
16627,19693,31547,73
35741,7866,15302,137
26543,38341,26424,29
12182,37753,4246,121
11356,29688,15215,55
9031,8655,19120,76
20376,22623,4885,65
7132,4170,9931,98
25774,12434,29621,78
21412,28146,2279,144
33865,13812,35015,39
10252,15346,33090,127
5423,37900,28529,94
32285,22745,30840,75
8558,20008,30759,79
11586,10561,18960,50
13158,26339,7116,58
6111,7747,25242,93
22111,18771,993,73
15890,20404,6479,86
24254,37908,20357,76
21010,12213,15452,127
18507,25640,1048,93
23311,7207,33926,68
10208,1545,16829,106
13947,8323,33015,81
27796,6127,30874,111
10693,7182,37895,76
19557,6436,22809,124
9133,24818,13634,43
34250,31500,20536,45
20312,10925,18381,49
31216,34777,24267,64
13743,26446,1851,69
14531,6073,37946,134
3140,3052,35445,93
55,37058,16602,48
24401,26745,33093,76
21243,23282,7616,145
12181,10274,21420,137
21468,24125,19606,107
25811,18924,18502,77
4092,21263,15123,131
19507,11753,21796,63
18432,2543,22182,96
19641,34713,3038,65
3278,37592,18029,88
198,36521,36227,48
4713,1613,29631,62
26567,33828,13794,34
25147,4138,6793,50
12767,36971,37824,115
30848,3017,18987,54
4128,24211,15999,106
24957,26726,18308,38
27163,23688,13891,80
21188,12972,16258,126
27214,11717,26438,37
2631,30890,16162,103
33424,5693,32408,62
36065,31019,31755,73
4675,3400,24012,63
26579,31142,16506,41
31594,32273,36407,63
26405,35733,24235,94
22133,35375,32417,86
30846,9270,13018,84
5479,28008,33262,100
1772,3499,27424,79
25769,23353,22906,139
28780,13097,18899,85
35474,30098,32521,83
4091,27027,30838,73
17485,12521,35346,115
36505,13214,13619,73
22035,2433,13206,112
34774,4718,18405,54
21504,3470,13127,109
21292,30143,8493,105
5691,38552,34665,41
32768,19072,12938,63
24011,30967,17322,73
30210,2299,14500,112
30023,6370,9908,120
36063,24420,19716,78
13867,35688,28577,96
32402,30456,4624,44
37750,959,29375,81
25702,32262,35554,99
5022,34089,12509,59
12369,35411,24080,118
34977,25195,2478,68
35306,6994,4198,100
5414,25598,29554,61
23423,5389,26003,109
11418,15093,34201,60
32253,2507,38746,61
17494,1061,36255,79
7209,27829,11393,63
6789,20623,30159,31
9868,7141,25934,96
27315,2582,10987,87
33923,3084,12875,68
24838,38451,9308,35
10729,8438,17355,83
30093,10184,22009,98
28706,35654,7723,126
32576,4863,30255,44
26581,32544,22913,69
3031,7045,4236,67
24310,446,34872,52
5656,38585,29382,28
30262,22526,16148,108
33184,12369,35607,124
5625,5408,24183,67
6947,8349,11024,64
5437,6001,16140,103
3973,13084,1174,111
21390,11359,9793,111
25956,15072,2641,127
1648,28034,27392,105
17369,32560,33222,69
25174,4793,37901,62
18853,25913,9418,81
1163,10240,11720,93
920,2622,4043,120
18191,7990,18488,89
35333,12230,4178,129
30168,29017,5611,71
28006,10814,1805,114
31745,37731,7170,86
23476,26255,10873,88
19202,32370,28743,54
29444,18009,27458,42
22651,9205,7590,119
6837,26550,36519,40
23353,11617,11771,72
5749,10804,23522,95
987,29356,27102,51
31691,22712,425,89
29513,33237,136,45
2389,46,8347,87
10980,32252,15427,73
2267,22072,12910,112
234,9054,27303,48
31080,3268,19894,66
5642,5311,34707,55
26393,14504,19262,70
13143,31930,16846,84
19903,36046,20597,51
24394,34791,34607,63
7905,5697,18457,85
22698,19997,38285,82
30366,35774,27505,90
19624,25519,1024,98
30896,6917,28176,71
6783,38444,1952,56
14773,1055,7797,117
37940,36954,19997,104
29630,23530,27123,71
25762,21902,25588,101
11760,25105,36456,34
13501,22790,36003,83
4017,19545,5471,87
12031,20566,20460,40
9190,26669,12298,75
10968,72,25637,68
20644,11359,38580,17
28816,9394,3371,77
6051,19593,9459,102
37268,37918,13083,115
37835,3892,27234,100
31892,10674,16514,69
26687,22153,27124,52
38277,3221,19777,53
38461,24064,27923,80
15893,5659,18976,72
26017,35471,3365,111
9039,23662,35304,132
12954,30017,9397,88
35738,7111,28060,106
26370,3122,37271,63
31887,19937,10730,86
14433,21933,7925,110
33466,8265,34182,77
37582,25792,37860,128
9245,24250,27467,71
24150,12521,31674,99
16076,28775,22783,116
2742,38755,9316,80
15376,21330,22773,140
25942,24300,9460,94
12522,25145,3328,59
27962,21757,16069,108
22004,36252,6498,93
2024,2386,2720,140
19042,7007,3320,43
18429,36033,19915,72
10801,7714,18167,90
37710,19624,9174,100
34606,28551,11323,57
29441,21438,25821,92
19804,27865,17764,100
7143,20489,22880,58
14533,8577,16558,86
10751,1690,2015,112
24061,24423,7228,65
25846,28805,18291,91
2293,14348,9884,141
38625,13223,38323,49
24250,34529,4135,86
2621,33276,18472,106
25223,27006,1803,62
3006,7842,29547,67
28866,1006,10140,113
21136,27251,1861,109
13698,15156,30496,76
30212,5014,17763,62
24217,35449,35390,135
38539,23710,3821,97
29501,14571,33164,81
38385,33030,37607,85
23427,2622,5561,119
347,3523,23397,78
24454,30212,5675,70
13005,34935,26486,68
28559,22560,29518,83
36887,36403,25063,55
11527,36936,22055,66
36293,20535,32540,31
28536,28053,19632,104
16095,19991,27031,80
19164,10143,8411,100
22542,19592,20011,105
19819,13241,16737,78
25736,36217,29403,63
23774,16254,7668,132
9491,15053,33132,103
36953,22741,15130,121
31248,15388,27473,74
34028,26607,10761,45
66,24461,26663,47
7184,23409,16662,70
22863,23505,38430,106
22143,21274,16027,112
32586,18911,25931,62
5265,17502,11641,55
2656,30074,13978,83
10784,22195,2407,97
37061,1049,34720,80
15418,34757,11302,68
13662,14259,22027,80
29567,23671,18445,79
25561,5542,15513,98
12398,30479,9191,85
28609,9932,30286,103
358,37207,20344,39
4243,30421,13009,101
26570,19213,26613,40
9283,31532,35351,114
33373,192,35560,94
37028,38458,25795,74
30075,37864,23426,119
17747,24188,11319,65
19253,22577,8383,98
10128,18506,15162,115
7544,4219,17286,109
4815,38671,9458,46
21055,22070,27201,90
11504,22924,30161,81
4091,18266,10218,114
15988,30288,1888,103
6287,5706,1843,110
32552,29358,33244,47
30971,25161,27336,36
4911,37948,22014,84
21429,36457,6197,118
18482,10706,16869,58
32635,8484,3948,81
438,34099,11677,25
23356,3258,12196,108
35735,25899,19186,107
31131,30231,34563,57
34727,871,19201,65
21000,13606,4592,77
5679,18214,10702,66
28160,13698,1913,103
5021,6065,29755,65
34707,27497,15064,73
26719,10970,12284,72
5263,9810,24288,99
29390,7704,34836,64
5345,3433,21487,89
12227,21170,17635,112
26746,23586,31704,98
17523,15297,15214,108
37227,29469,23670,87
26253,33078,6254,94
27458,25217,22165,43
70,5380,6298,72
25975,24079,23663,119
4018,27486,37505,100
25996,2437,10217,137
26681,2399,36928,91
29278,29285,2468,56
22055,25897,12245,99
38444,30764,5560,42
26303,30874,7742,73
23769,3439,5354,91
19750,36864,37711,104
27367,25864,32538,61
15391,1632,7616,128
31258,30891,30765,54
19992,21799,4038,93
36963,3953,19785,99
19103,24165,36448,66
1231,24895,34193,44
4829,28136,514,66
34919,777,20637,51
34695,38399,24892,25
11001,20253,33863,35
37027,10605,27983,101
36221,25821,980,91
20691,21977,12042,63
36226,1870,36314,86
34744,29510,13250,60
10169,9942,38378,107
38431,31093,31899,57
14680,31024,6074,107
36190,784,35362,106
20021,1720,31868,106
34914,16972,3495,48
6807,38670,34098,21
34766,3015,38534,42
37628,7697,14318,130
7858,20762,22969,94
28703,7864,29561,77
5478,32507,15396,68
10215,12100,7927,130
24773,20017,16689,42
31623,36912,18055,88
33470,36222,824,88
1259,36174,201,59
3376,30415,26617,54
193,1792,10824,74
21916,8531,16526,69
7980,6945,7862,93
1613,6942,30350,73
36500,12773,34039,69
29301,4804,24882,21
30795,26522,3507,50
34802,13063,33047,91
15002,8613,15048,115
22671,9089,15978,113
1967,22987,20523,95
12132,9870,20006,115
3911,13904,1004,85
18315,4769,30083,59
10504,36399,389,51
10903,19868,30091,74
38385,1925,28555,79
33288,35636,35268,141
980,9017,22059,84
36510,27299,4694,50
18247,7128,9091,57
20669,33836,21407,61
7177,12175,15105,84
9940,38584,24221,85
25907,28215,15190,125
19770,9162,34239,64
38023,19166,3417,81
19160,8564,1811,93
4653,10153,17482,91
13120,13810,12348,88
6771,10031,36781,89
2427,18349,7993,114
38015,3901,23474,137
35673,1232,2394,133
6789,30223,9926,80
16558,6784,36896,49
35694,5394,1027,104
14774,11423,27502,67
7837,32655,19701,79
27080,18252,12411,74
4938,25827,37570,97
16671,9070,22559,87
21467,26556,16083,99
4184,35441,19832,121
27137,31662,12766,88
8455,28771,1003,95
1618,29742,14713,90
31858,10023,42,91
28882,15933,33064,102
37039,18512,18019,77
30078,37126,28658,83
36408,11722,31941,65
34150,18205,12040,68
32682,30828,1633,70
6396,1873,30059,113
28080,31567,12855,119
27265,14330,12286,93
24888,1898,27422,62
11385,15181,28920,81
15219,1215,15335,114
10800,8624,11362,67
30809,6883,477,31
38702,12126,1149,73
35709,22150,16790,89
6211,9090,16527,85
10159,25192,3757,94
21430,2721,15049,139
28540,8554,15814,100
20486,27088,9830,68
33929,31832,37985,88
33128,1743,4888,93
26347,6174,20330,61
22122,5754,5568,63
10586,28925,36126,75
27304,18045,10748,62
6932,27018,27937,68
36481,4208,11300,71
25716,37757,18352,106
12121,19794,31043,82
30872,13239,33026,92
11454,31033,1784,72
19029,13515,16957,40
29573,9509,8399,64
4561,22590,1571,107
29599,29373,14478,50
1239,4209,13643,85
25974,16,34842,61
24516,2019,36948,104
30170,22543,1796,115
3050,31817,8345,87
11695,34853,1175,59
6866,37103,3151,58
18337,1664,7571,110
17569,35299,28256,125
7519,30271,8284,98
27432,33337,7816,93
28793,4024,13984,83
10786,14769,1795,110
28127,7143,15261,94
31563,30341,38653,61
3322,32704,38287,33
31633,27379,34190,58
807,35285,6485,132
3066,18181,5677,62
3819,18334,9294,90
5277,16672,28853,60
5514,13537,13618,45
17496,36860,12360,93
37906,12985,1921,128
24236,19198,22840,94
24416,13022,28208,114
31764,37975,31741,113
3336,7751,13521,76
24784,32483,22877,60
8419,4213,14737,115
13909,16212,25905,88
25241,16551,32355,22
38476,33827,7985,57
9341,18271,27516,65
27870,11387,24770,59
13821,36243,4074,74
3338,13779,12407,69
20326,16531,36904,44
187,5377,6925,32
23569,34191,12500,97
32470,10792,15996,69
12831,18151,18087,85
36895,13010,20654,72
29356,24033,37534,78
3960,37174,1541,115
34156,29515,25797,51
37574,11282,31572,89
13601,21906,9081,65
6962,35619,36893,91
30978,28947,30807,66
29000,29504,4860,48
8310,3389,4054,93
28253,17282,10744,96
3252,22715,18267,92
5273,15391,34837,77
7567,15341,17258,110
9107,21143,19237,93
16728,3440,20518,33
28231,31952,30212,102
3122,1790,35012,81
15434,38704,5369,65
25954,34870,30380,77
20689,16112,5482,58
9393,30363,15327,90
2473,29410,23555,104
22626,31047,36188,88
29448,38690,28588,39
21389,2769,16000,135
11436,30178,5321,51
21351,36438,27813,117
18831,7801,6472,106
33194,37501,38436,85
28972,18504,12010,89
22900,14736,12326,127
36096,37904,35652,119
7693,6373,9453,117
7543,16115,27787,126
10549,9452,19153,67
12950,6771,25910,84
27829,28987,21277,126
30472,35570,21137,125
17576,37642,17377,97
12892,14594,11436,91
34185,25569,16581,58
24848,37213,409,40
24489,25953,16245,104
32526,25860,3137,66
24495,8569,4188,102
3207,10544,28517,74
17301,22875,20282,77
23709,19060,4876,82
28147,15072,4188,127
9204,21443,6866,84
25842,26262,1519,94
30925,20523,21322,70
27183,38573,31591,54
20544,7889,13615,58
33124,2657,25229,86
12197,27457,22230,76
19968,30814,31507,80
37967,12110,26529,93
15092,8359,31825,108
19990,16792,20418,41
25741,28262,37587,129
8012,24052,3980,112
30169,14722,30014,86
22031,22034,11691,60
22129,10732,34993,66
20665,28911,31940,66
23625,24987,9823,106
36361,7607,7254,71
15365,12229,18428,100
4769,36911,33944,54
16546,2362,20622,61
26715,27761,500,64
4262,27250,25635,93
1094,3403,27131,67
28242,32528,7959,97
10756,19601,37129,83
29513,24252,36472,54
10600,16516,21909,60
29376,32486,10677,36
33204,32445,297,49
1784,13707,9862,108
4051,35647,23517,145
1858,4731,18061,81
25080,6858,31812,44
23544,5306,3872,111
3946,7026,6074,94
6524,19553,14574,117
28607,24357,37103,90
4101,28021,23660,138
25255,33393,6977,45
26747,1832,36277,77
10173,6066,19893,126
31592,3821,7766,117
31032,19078,9294,61
4778,37858,9945,110
32446,13006,35567,100
16529,24941,32560,22
10553,28585,4653,68
2323,18493,35721,124
38581,9470,24347,61
17356,25609,25973,102
1661,23470,25504,134
15098,9182,19737,96
29684,30819,9300,49
27159,23394,31526,101
23472,30778,16542,81
16552,12366,7845,90
4929,25100,11588,27
37035,29554,3894,75
24010,8365,28784,92
10248,12877,4940,104
18438,14364,9394,92
27295,36787,27122,61
38479,3328,23376,77
20665,38304,10909,31
36990,5013,16634,56
9247,29295,9073,58
25581,14253,21203,130
3940,32555,25548,86
5598,36054,1646,84
17341,30366,35417,101
35407,34018,4189,102
28203,33938,17514,81
19591,38568,10166,84
19231,13126,18806,71
35291,5015,163,73
28630,32602,34194,47
24370,23334,15866,118
4620,18256,32262,45
33993,9268,36237,57
24299,37687,11583,84
1908,19840,24391,101
27977,27240,34135,70
28844,22930,19837,107
27265,26548,9840,78
19745,280,36434,55
7948,30899,35572,114
3103,34682,1533,81
19828,30854,14389,88
13789,5767,12892,71
35006,30955,36289,56
13854,4821,27013,42
15114,3201,21226,111
36154,7204,35575,81
7596,9034,3285,90
10234,35306,23006,153
26441,14518,24037,83
25883,38489,28528,73
25845,461,29010,74
10081,9880,17605,128
36235,10752,26639,57
22120,21446,7625,118
24524,28236,7919,118
28187,6219,19150,109
15145,38385,25694,84
34812,24997,33294,55
19221,8756,17600,75
8012,37080,34669,91
18065,25766,3380,81
32578,37949,27279,68
37908,24858,5344,67
35402,16993,8405,97
6894,19529,11628,45
20005,22182,18241,76
27257,15069,25520,94
7774,37642,29589,92
33505,6818,21114,92
14516,4068,35740,135
3762,10196,34019,100
22510,14645,30343,113
19547,26261,3009,60
18519,34813,1266,72
9758,3802,10200,142
24980,37787,9322,75
12490,27979,18930,98
9147,32470,15269,76
36167,1874,19583,93
7757,22233,3,74
7504,9932,2317,142
27882,35635,21289,149
20687,23752,22213,79
16253,2393,6150,132
19253,1091,29384,52
11675,16861,38538,26
32682,38474,30106,35
5334,15488,8355,93
28925,24365,24007,88
131,20337,13270,47
29279,35401,9265,84
11391,37110,1924,85
26338,14259,3279,74
38632,37988,36173,71
16172,5320,7008,63
19566,10216,37897,124
26317,30466,27968,80
22189,30843,6891,50
34123,13725,35658,75
18782,31817,17479,76
7845,29476,38284,52
3442,37765,15967,102
33235,31706,17371,95
18444,27755,20332,71
22250,28935,21439,105
25528,19655,16576,77
19553,37968,31089,91
2325,16098,26557,97
29440,32557,8363,45
23757,25073,16685,66
8432,7834,9037,103
34033,20739,15129,52
33111,8739,16052,105
8528,30490,19088,71
31526,29538,20748,40
6841,31133,36857,56
28986,24154,33908,68
33220,24830,8358,71
9175,20567,1724,73
34994,1112,6823,56
23763,1128,29007,114
11495,3169,32726,38
31199,22210,4598,57
30897,3155,14537,80
37274,13785,19249,60
15321,23533,38607,98
21009,11379,1679,104
18076,24926,283,32
3034,3837,3064,80
19975,8286,28053,107
27375,16195,7932,95
37102,33164,16208,103
4800,32292,34224,31
28983,7172,10869,61
6210,15107,19651,116
4812,11739,18867,40
18364,36021,6442,91
37518,19642,37509,118
17730,5702,31627,79
30866,3460,31190,56
13963,26251,10939,49
16720,30290,1013,65
6523,32771,25847,93
10602,6838,1931,75
1743,16156,25649,119
1251,18504,9315,82
6394,33424,22606,131
21901,16581,24795,39
16240,4140,8464,110
17499,23758,2290,126
37942,18036,10666,92
6101,6402,36964,125
8526,13522,25110,49
13510,2640,13608,74
23489,32336,13988,73
9236,6519,37629,119
29573,22604,3450,73
16690,31890,7563,88
13262,29476,10543,67
4631,12217,7908,93
68,9230,3860,73
18358,20303,10069,76
19266,22517,7690,108
26274,15959,13524,62
7609,146,35557,102
31743,4022,31002,92
19515,5623,26645,59
23471,30905,18900,86
17534,182,17528,58
15927,4021,13899,90
37100,34123,12289,76
2273,37895,17449,119
18174,16727,7196,41
15354,15476,8332,115
30241,14457,18059,87
26579,12034,14436,90
9193,24506,33855,65
36026,27953,30149,89
8546,35413,15154,127
17588,16868,22123,62
22554,11762,194,65
28606,13087,32256,77
33206,12833,16939,85
4031,12783,19639,107
36814,37513,28550,106
26628,19991,8766,73
7994,25885,1269,113
28523,1888,16812,85
15034,31550,9002,102
28091,37176,3896,117
1890,36822,3913,115
31751,32019,15476,109
29552,227,32607,18
11541,27476,34788,42
31921,38620,23343,91
