card_1,card_2,result
11596,28146,38
18223,8489,41
5485,32733,20
8693,27880,49
18964,31643,30
4539,32359,22
22930,4920,54
14667,7924,28
29549,4760,18
21147,10622,66
26490,34755,20
17334,29486,30
6352,35685,88
36369,37665,40
21360,5272,56
33416,21978,51
37544,30227,42
5489,1629,32
16236,17700,59
7932,30172,34
33225,2520,63
1656,22012,44
19202,10144,54
10715,24507,31
26341,12974,51
33295,31144,37
6340,26648,44
12184,37730,54
16053,20306,35
5388,11644,22
13238,10763,61
30165,14577,30
224,12138,36
24074,15038,17
22108,10541,46
4930,4942,28
30434,34182,27
30928,9302,38
17256,14719,38
20501,18829,8
24220,832,27
24284,32650,17
17376,28991,38
12336,4106,72
14528,23557,64
22120,32369,32
6282,13531,45
33388,8348,48
17567,32316,34
27071,14638,16
18903,32549,14
28899,36835,27
28754,24356,21
36374,25500,52
20569,38452,7
23610,16015,85
1003,37069,33
30056,31641,42
23491,32001,76
17371,15790,59
38299,22078,29
26451,37946,36
26464,36887,27
31801,11321,34
8305,20324,23
1970,18511,40
9462,23641,80
15509,4544,22
10037,31030,58
4830,22641,54
29541,27108,8
29513,16649,15
21160,15160,52
36833,24017,24
35513,20692,58
32659,9780,56
15508,31734,32
5634,15487,20
12110,30187,48
18189,28195,48
10076,31939,72
7106,14492,19
27352,19816,10
31750,10065,72
28782,12185,42
29485,9137,32
14264,4830,26
26435,3990,54
30149,16076,51
24828,11595,13
20263,7546,18
31121,20523,12
2018,12264,50
11677,30780,20
6504,1997,52
21224,38526,49
36251,16033,49
285,10644,28
8664,19931,27
19967,19833,12
3356,5530,26
37827,18771,30
28059,2507,64
30917,30189,28
3091,13505,27
31594,15474,32
12499,18851,36
14657,16880,23
29258,3911,46
12962,18909,45
37150,8431,36
29599,10939,26
21800,36163,40
30215,38462,23
14444,1094,30
32527,21906,32
25013,12115,33
4775,36964,29
6760,15197,15
38261,36934,20
21436,13059,83
6148,17481,58
12461,13113,69
28581,25811,48
22928,34806,48
29020,37796,36
13994,21008,57
24443,38590,14
2647,4902,50
1780,31079,30
30899,19261,16
17451,33198,53
32449,9189,36
6860,18212,27
27482,18204,24
1836,7125,27
13552,21116,57
918,31553,42
28764,21464,56
22886,24209,49
8431,12163,51
36991,7706,31
4160,30237,60
28794,30232,30
9976,12918,87
7258,13709,20
21426,12095,74
27303,7630,20
25516,6754,43
22534,28971,52
8434,1555,41
1266,34750,26
4237,27444,46
12866,7903,55
9182,33076,55
27390,22100,28
21474,19628,50
33472,36389,43
30097,20666,20
23286,18306,72
19788,26452,18
35703,13560,69
14470,192,18
32426,8273,29
6953,9371,35
8353,8728,42
38261,6232,37
3411,23694,66
8007,29263,20
29369,27979,32
29303,30505,22
25761,27259,40
786,22225,42
4622,14373,26
16768,3050,25
34904,33390,35
5370,8252,33
33340,12866,66
27833,34837,36
29507,33242,31
20308,32269,10
4895,6008,46
14250,20413,14
5584,3276,26
12983,871,57
31929,19730,30
10097,6962,55
25585,36759,51
30879,864,28
24788,32559,11
2002,22965,60
35544,22856,96
26634,17509,38
7668,36422,32
375,10656,28
3071,22999,54
19691,12791,45
23267,13750,65
28104,23773,80
5650,33414,39
18817,29514,10
27336,12292,34
10000,11572,58
33275,18962,33
1792,12086,50
7875,25881,52
14344,5596,24
22044,25818,60
24994,12297,33
28829,30779,22
21006,23612,96
27825,7224,35
276,23769,58
24015,3507,23
27249,8754,25
19516,35717,62
18813,37907,30
1901,9005,48
13978,13705,26
25854,20495,38
30255,37860,42
8707,20251,23
10816,36964,37
27450,8357,25
17392,17339,52
17745,22582,66
19173,15393,14
15868,5612,45
30814,34252,19
15505,29590,12
35682,19695,62
15755,2721,69
12875,30324,57
36114,32499,24
283,46,12
16883,24251,20
23620,23007,92
7661,30071,34
21904,34642,32
803,30040,36
18401,494,26
15180,21489,52
29467,12232,34
1601,14504,32
2004,12376,50
29493,14548,16
10927,22889,62
32661,11546,18
22745,12891,79
11473,10928,32
28636,7592,28
17419,3498,40
11461,15033,18
32331,11371,18
16022,3121,47
10781,35691,78
26518,35497,68
6166,28110,60
17688,33084,53
29642,8404,25
7717,20587,18
21767,37948,48
28560,23625,64
13672,18998,19
15354,32285,16
28864,36277,28
127,30771,16
2358,1746,56
5351,34778,20
18979,19799,12
3915,4571,56
4554,11306,24
1239,36049,34
18450,16591,31
11004,12269,52
31974,6161,56
25070,18198,23
28028,12501,58
7216,12313,37
38606,20379,7
1025,4059,60
14008,28816,25
13556,12926,52
3342,29282,18
34229,25507,45
1038,37797,42
34659,34103,17
21946,13788,37
1038,37742,42
27955,19613,34
905,12207,48
38738,3164,19
18053,6151,52
28692,6355,44
13564,29413,17
23321,12864,91
10988,24198,31
34659,9171,36
30141,752,36
9464,23290,80
1664,25786,56
27469,3153,18
22080,35319,80
9464,10116,76
7585,15016,24
5016,7816,30
37563,19585,30
13906,29300,17
830,17618,44
30882,16745,21
10752,7057,29
27203,38607,9
34818,38416,13
2601,27486,40
30779,34238,19
26288,4952,26
22843,19538,46
13099,15232,47
6380,14671,44
1574,36763,35
24148,1746,29
24772,27768,31
12380,27750,58
201,38570,11
30517,34198,27
19903,11673,16
6089,6455,64
30185,30387,36
37518,1859,44
13825,24170,22
34946,6095,40
1133,33442,45
15501,28629,20
27387,20519,6
5510,37918,36
21000,34916,52
25670,30984,46
16684,10805,33
1041,33367,45
33386,6264,59
32277,3399,22
21251,5689,56
18109,11456,30
19533,9226,34
5625,28569,24
18150,34879,28
35751,32373,64
27248,2307,40
16687,21375,55
18890,25711,42
17493,27115,30
30414,27304,22
7636,26299,28
2475,15356,44
21234,36102,60
11266,27091,14
1929,31256,30
21392,2638,80
17359,24758,29
4565,21302,58
1928,36475,36
33029,9761,75
25555,6814,43
37967,30397,42
21991,36047,40
33900,22173,33
4592,2751,50
27864,35717,84
9986,13836,61
22054,7875,40
10902,6990,29
12177,9093,58
6955,9346,35
63,7863,22
10195,862,66
26479,15908,45
21131,19863,50
27164,4191,46
26515,8016,28
24427,38704,14
30756,20440,12
18088,27910,48
20546,20609,4
28882,30308,30
5653,25968,48
1639,1939,40
29006,31708,36
8360,33362,48
16537,16228,44
7672,28268,44
15923,12197,63
23427,20405,54
20704,5341,14
21444,34571,52
7576,4861,30
22046,21454,68
30923,23344,62
25875,2594,72
36837,13075,54
35660,23500,108
16252,4938,47
12365,9044,58
29394,18147,24
21421,3091,58
13864,23339,65
2549,7162,43
12514,5406,42
10043,17489,74
11412,4862,24
1619,3299,34
4031,1713,62
29426,24971,7
26470,6824,19
12295,27138,34
32340,18981,14
20671,18431,22
1138,4116,60
8472,14661,33
476,16064,39
7113,14710,19
25149,15014,11
21101,2629,80
849,37177,33
810,34708,26
11491,22924,50
23545,27217,56
9311,9141,56
32667,13612,21
3874,21932,66
28171,24191,37
29706,38663,9
18848,19643,12
18502,15024,28
1176,31893,42
31605,33244,51
10741,16676,33
26751,13977,25
27328,27314,8
14258,12024,42
35715,5290,68
28590,37838,36
18852,23501,58
35647,18137,76
37846,22518,64
11267,27437,14
8560,25652,57
1611,5632,32
10147,7142,55
34167,269,15
13817,34775,21
33889,7775,25
24097,8388,30
36981,30480,33
12852,33357,66
14014,16272,46
14738,23276,64
15151,26710,20
28890,32448,20
9795,35445,104
21308,3396,58
36775,23567,67
444,12352,36
25759,1785,56
12986,10884,61
36877,10801,37
11722,37663,34
19687,33760,15
18967,11385,16
31706,37904,48
18280,23540,72
13213,33805,48
30510,33340,45
13256,18242,59
31899,35629,80
4910,26340,26
17020,2280,47
26518,11727,22
24790,35695,59
4113,36439,58
12916,17562,65
102,4138,48
32575,8488,29
14325,30182,30
8699,19151,27
12269,6357,62
26492,1676,32
10092,27894,76
21139,1263,62
33884,15262,17
13080,16241,72
879,33359,45
21926,9959,72
5649,37704,36
28701,10918,34
12511,27488,34
37912,13614,37
13587,26722,25
18196,23692,72
27032,3110,18
9349,21245,72
24147,37776,33
35717,35319,112
34085,32409,17
16743,28006,39
17643,22596,66
37226,7006,22
35719,10680,78
12119,17422,56
11431,18034,30
23727,6981,59
26250,5532,24
29440,26701,16
7653,19241,22
13185,15441,47
25015,14525,15
16732,22259,35
10181,19814,54
27778,103,34
19183,24985,9
34249,18228,29
29576,12359,34
21351,22176,68
6204,4786,46
37900,36063,40
27218,18357,24
25178,33834,12
36252,24374,25
25212,37176,18
18407,35724,76
6296,35649,88
22692,38311,45
3831,16183,75
7725,4036,58
4653,4547,28
4572,15767,47
19585,18354,26
34201,31832,33
13636,3327,27
31181,22180,34
5258,15808,45
22249,24927,27
38661,33877,14
30315,14715,30
4205,2756,78
7604,32700,24
4637,12454,44
37924,38452,29
4748,6443,46
15470,5571,20
26650,32512,20
37937,4675,38
23387,18354,72
37634,15080,32
24249,16597,20
25737,8385,57
37512,31611,48
33197,35004,35
19994,33063,33
28066,378,34
6919,34231,16
25643,29702,40
26302,0,18
19804,3423,20
16786,15911,44
38738,11668,15
962,19880,24
4146,6081,74
28042,18378,48
21145,33926,53
22020,30170,42
30392,25766,54
23495,10751,74
3513,13905,27
4574,34046,23
10137,21113,92
26504,22219,36
11301,32393,18
25531,29442,40
7136,13803,20
37192,37011,30
34097,1173,27
13701,11772,23
15052,32574,16
21082,6499,76
30018,11754,28
24969,29436,7
31950,1238,42
12504,25196,33
14735,32428,20
24129,24802,12
18049,3996,62
1860,9002,48
37689,38540,29
17317,4785,40
37740,16157,57
27085,19188,10
9827,7215,55
29452,14578,16
18233,17658,46
16564,1533,31
514,214,12
1821,19657,26
24334,4641,23
31110,24007,19
31014,34635,18
12899,15465,47
5723,32417,20
37739,16209,57
924,35636,74
11413,24867,13
6778,37236,22
12194,31912,54
29741,87,10
355,35758,62
19737,19248,12
22883,23588,92
10893,16933,33
34723,4114,50
37081,21861,39
26389,15523,20
11511,263,16
1727,24933,23
10620,12352,52
24854,17542,29
16886,1593,31
4929,25737,50
8641,23577,73
10009,16119,81
25755,30089,54
10867,34791,30
20452,12027,32
247,10073,54
31809,20413,26
11721,17709,36
3062,6899,21
17292,14017,39
15144,10009,56
33017,27502,31
6907,21801,31
38479,2330,41
9126,29431,32
28030,6170,60
13262,12916,78
23007,23550,92
4984,9495,42
26752,27485,16
10167,29683,52
4053,2282,78
28627,16885,23
3827,24120,51
305,17390,32
7848,27263,20
9935,23023,88
36508,12185,46
25838,32474,44
28926,27155,16
12832,24201,48
11576,4179,52
34869,10609,30
33382,24896,30
413,27457,10
38610,24382,14
17534,27002,30
24498,37552,33
14419,15473,20
3197,20646,16
22536,15774,73
15820,13964,46
1618,31151,30
20693,25054,5
7219,973,25
5412,20768,14
7961,38269,21
13080,19589,45
21970,10853,46
9164,6844,35
24005,28093,37
25106,30256,21
30928,30411,28
15523,19037,14
1834,34924,28
33132,35738,83
28663,18514,32
23404,13073,91
30157,17504,44
13056,12793,78
36897,3289,29
26537,30228,30
17586,35414,82
17012,8690,32
33414,15360,35
26560,1681,32
1112,33894,27
26607,36411,28
12358,18311,50
30411,935,36
4765,6247,46
16650,4045,53
20528,31693,26
38760,11362,15
19778,15166,14
1155,9187,46
37814,14747,36
34515,14519,20
5347,23738,64
19022,32520,14
23520,9237,80
30074,30368,36
4818,24434,23
1200,15893,51
31713,23536,76
2397,17325,62
23641,26314,64
31121,10913,32
27418,32699,12
33798,18901,15
24228,26356,21
34568,27438,12
16125,34817,41
7192,32735,15
21213,918,62
29631,37589,28
7591,18467,36
2404,18985,42
17439,24508,35
14022,7234,20
11406,1581,30
22530,32642,48
4688,38655,19
24170,4994,23
14356,24258,21
4695,3921,56
18174,27879,48
21970,24494,33
18838,22004,30
34177,9047,37
30098,5376,30
9154,7969,44
37274,19873,21
22702,33365,67
6353,18967,38
19795,25652,42
18324,32487,28
18518,6946,27
16246,17265,59
7721,16023,49
28987,16621,23
19164,16747,17
15864,30934,43
26465,27990,40
34782,4856,22
21350,3137,58
10903,4619,36
25094,28125,31
13688,36319,29
1656,10128,68
38419,15943,38
33180,4159,69
178,6844,13
19908,8270,27
9801,22724,88
26425,26618,24
13148,2631,75
30061,8651,39
2430,11555,46
6822,38470,12
15142,28106,36
16627,23511,63
12016,12195,60
6915,135,13
7764,3856,58
34231,6790,16
29661,21811,28
24467,9509,37
37651,1506,44
22029,24886,27
9503,38617,33
26675,13596,25
24940,4770,17
25707,33800,45
17621,28867,38
18212,33863,29
37029,1625,35
7769,26695,28
3074,10527,36
25005,33337,30
33958,8687,30
2377,25960,72
30123,15154,26
4939,38417,19
32631,22674,48
3162,38255,19
5331,17648,38
30113,22624,58
18282,26699,32
5725,31646,36
6277,18344,52
36974,10896,37
32382,20716,10
24494,17408,35
461,22542,46
1895,25056,23
36515,1844,36
392,24074,15
4843,33964,23
26477,19542,18
9049,16838,39
6894,30902,17
26699,17417,38
38266,37213,20
1998,2455,56
6770,15410,15
5550,28508,24
31062,25817,46
18161,19717,26
16078,6070,65
7713,902,34
17292,424,32
16642,11633,21
16978,29448,15
22655,8650,61
8765,38328,26
22966,4258,82
432,26013,42
12006,31703,54
19109,6929,13
18175,22898,60
36187,30956,26
24824,13011,42
31270,2387,46
12455,10612,52
16958,26623,23
3074,387,20
31097,238,16
18208,18953,26
37194,12151,45
36185,2637,52
26644,13549,25
16656,36269,27
12862,11498,49
9491,25857,64
15423,24472,17
10764,11692,32
1922,23771,72
10012,30348,66
29558,24487,13
399,16826,17
29480,1171,22
9953,5018,62
16064,12044,63
19838,4717,20
12991,35462,95
904,14473,30
15184,38510,13
25528,28980,48
19554,34019,15
33378,9239,55
38613,30287,23
4217,3373,56
10238,31071,58
15006,34034,17
10827,6305,54
14543,27275,16
29333,15287,12
797,29474,22
29391,30861,14
33510,25806,63
5465,24432,21
4037,25127,45
30184,352,24
28060,7661,44
7228,8287,28
30780,33084,37
15312,31014,18
3961,26673,54
38426,17663,31
9087,13864,41
22539,34708,48
30839,815,28
38297,38442,10
32693,6347,40
27776,12901,67
37265,34959,23
2255,16871,47
22132,12415,54
3974,30011,60
1823,37077,35
12006,3494,44
22504,4678,54
24922,26471,15
12225,10001,78
28132,27061,32
12109,15778,63
25184,36042,19
30438,27900,46
32675,34056,17
235,27796,34
26476,30078,30
12467,15156,38
3883,27435,46
3012,7537,30
2410,385,42
9760,1178,66
27479,1109,22
18365,13639,33
31988,34747,32
29395,6207,36
7626,33017,43
1090,21781,42
24055,1219,27
35381,18754,62
16156,25681,69
30996,20420,12
31129,23309,62
16734,4830,25
29677,37797,28
9359,3038,42
33840,38601,14
36221,38749,21
31910,7942,40
32347,10652,30
15399,4,14
33223,136,33
8695,1234,39
16968,12100,41
29499,33811,13
17572,12200,56
9098,27144,32
5714,3794,54
22812,17318,66
1089,13765,31
3473,49,20
4613,25588,50
34840,2269,44
17411,4865,40
37584,12301,54
4940,18961,20
20326,18859,8
6091,20368,34
14274,23520,64
12153,31956,54
26616,2342,48
19805,7233,13
10255,10731,70
7959,9295,44
16566,36388,27
16968,12067,41
10736,25842,58
25017,28515,15
28581,12893,51
21882,15367,32
6022,6853,39
36881,22136,39
20495,15181,10
1955,4646,34
3353,25182,17
27888,14414,40
16053,2389,69
30485,36875,33
4115,8297,63
18280,13794,33
30860,4238,52
38476,15783,38
35541,33076,83
9123,33282,55
35736,3495,70
28646,36269,28
3949,9040,70
18045,19012,26
17654,15946,59
34646,9768,56
5359,37657,36
27024,23359,56
37849,22255,48
38738,16604,16
33313,6434,59
5284,35447,68
13743,16952,24
8006,12040,46
2601,10144,84
248,37091,21
37054,19091,21
3024,27838,42
4685,35362,70
33879,21932,33
30298,29397,22
6063,37097,47
1687,29395,24
34812,19120,14
13725,37821,37
3454,24110,23
25258,1939,23
27470,14628,16
22873,36430,56
29304,12885,43
30215,26279,30
10587,1598,42
6819,1119,25
25266,23450,55
28582,10701,34
16768,38599,16
7748,33417,43
24506,9238,37
10866,37606,46
18249,15120,28
36051,33212,43
31647,13791,37
4044,24433,51
19863,22697,46
22564,31627,64
20405,37232,17
16993,22130,35
25550,13517,49
5469,33505,39
17414,11361,36
8584,21405,65
1909,21519,64
27055,37119,19
23571,3771,94
11646,9313,38
26329,22818,52
7608,23277,68
8662,3256,35
21783,16224,57
17741,4159,68
21235,8744,65
32435,22156,32
15447,36456,24
33305,1903,47
1892,29758,24
26491,3479,26
31095,23622,62
23557,11751,62
36835,31864,39
3125,3273,28
17448,26728,38
10992,30273,40
3341,29288,18
28682,75,18
28676,27759,40
29710,33249,31
20448,37871,26
22691,38685,45
23478,15368,60
34195,25116,12
14535,22987,52
34042,27192,13
25730,7616,52
31065,29327,14
33278,33198,54
33238,30399,45
16860,13218,50
36399,2549,52
20413,30147,20
230,36271,22
8364,13890,34
38352,25584,41
11258,26751,22
5566,16137,45
1086,8259,39
9426,3316,42
35419,5625,68
15101,36859,23
27451,9319,32
37877,35478,80
22231,283,30
8294,12984,60
31697,3100,38
17408,24942,29
5653,12135,42
19266,10722,28
24238,20517,11
5332,33774,21
16560,5702,23
38715,33458,32
15157,25831,44
5352,25170,15
17347,8564,47
1106,1529,38
28674,8424,33
448,26280,18
32451,18013,28
26727,7844,28
30092,19630,24
23468,28887,64
21008,4201,86
3408,38645,19
36019,11371,26
8561,30183,39
21236,1539,64
10018,45,54
10632,18345,42
20704,29441,6
21329,37236,59
12426,467,36
34649,30378,26
24949,32403,11
35603,11679,66
28,21143,50
13655,17563,39
38255,30218,23
14365,5541,24
5650,350,18
21803,35368,80
19718,31131,16
27438,24144,13
20333,2409,38
827,37234,33
6306,30489,50
32557,2459,44
35646,38486,61
28917,14566,24
5469,14683,24
21762,36497,40
15366,22634,48
35277,1736,76
9469,21893,52
13716,12930,52
36777,36844,30
19932,7846,22
8278,13533,34
7217,28897,19
36435,27141,20
11514,30372,28
5410,15485,20
3043,7558,30
1663,13513,33
26483,28601,24
33009,16133,60
25585,22599,76
31826,38517,29
1207,37030,33
30295,3451,32
33293,14740,39
21831,1123,42
4182,32725,50
12341,23739,82
24244,34612,17
7711,16533,27
34619,37778,32
9131,15132,36
7627,20688,18
114,27964,34
981,37968,42
24330,36090,25
13970,6349,45
29710,9798,52
4856,12824,53
29584,3252,18
20555,31686,26
22170,33981,33
20736,23384,54
35682,1857,76
9097,13125,67
34711,3494,22
26738,17340,38
22169,13548,37
9493,8551,49
19715,10198,54
32436,12090,38
28639,11526,22
10685,15843,55
18834,367,12
17301,14668,38
27002,13789,17
22755,18135,60
21185,31878,68
18490,24269,29
3336,16647,25
27495,35564,60
4107,22850,82
16855,14354,23
22729,982,58
17747,10646,48
19553,28585,18
37956,20402,26
21222,9179,72
33119,30054,45
20257,26715,14
29667,19073,10
31088,15956,43
16737,38456,16
16704,3201,25
19129,14694,18
13934,23752,65
36265,34813,24
7196,33178,34
1073,3332,32
35739,24891,59
12221,25159,33
24524,12298,39
34068,24772,12
24462,38419,14
25644,12989,75
34024,10538,31
23567,21327,96
30869,18802,16
15940,7039,40
20423,17009,13
27061,34565,12
29718,7519,20
20771,10693,24
31982,25153,27
19535,30257,24
25054,31184,13
1028,12297,48
14258,36822,27
399,12771,45
216,22130,30
5280,2537,48
30261,33147,45
16805,30353,29
32464,31197,18
1703,7621,36
25967,6503,68
19534,29345,10
10085,38593,53
19709,9262,34
6755,5716,19
9996,38291,53
6264,8327,53
24052,8602,30
28749,198,18
1569,8393,41
23605,9193,80
4575,21055,58
3232,17615,40
18163,38622,25
6381,8333,53
15511,21029,52
7069,164,13
14719,19011,18
26605,18205,32
9098,15079,36
37678,7512,40
8296,17250,47
37231,26436,27
3295,11673,24
19931,38254,11
18903,5658,18
28235,21229,72
3484,11013,36
19176,30151,24
5387,35588,68
33968,24897,12
17766,17721,52
10162,18802,54
17576,20714,28
25658,22005,60
24381,36208,25
25099,19826,9
19212,2433,42
30465,13081,57
1996,21348,64
32435,22542,48
29366,30761,14
31784,13036,63
34919,2340,44
6126,3207,46
25923,21987,60
24911,8579,24
9987,30878,58
16775,1257,29
12814,38511,44
33051,33902,36
30422,26648,30
29720,4506,18
28952,15988,45
15427,11553,18
34653,20680,10
4684,34884,22
29563,28234,32
8014,25640,52
17635,25862,62
36976,19626,21
27516,10804,26
36479,4247,58
13565,29604,17
21883,27434,28
18861,38015,30
19828,17264,32
10805,24758,25
15923,15132,41
3163,23503,66
37646,37231,39
37994,28872,36
17614,12364,56
25196,1269,21
6338,22833,72
15810,37637,57
17771,21050,70
27433,19899,10
20525,3789,44
7762,2565,52
22890,25561,76
29301,12219,34
14399,34243,21
13602,6063,45
28735,34071,21
33008,20746,29
18360,35622,76
35285,25906,92
21951,14371,36
1966,2540,56
11549,11650,20
30025,36911,33
28827,24943,15
29255,18962,10
4262,2300,78
5661,9346,40
30167,21429,62
28698,31800,36
18458,1007,38
33933,6789,16
13918,10745,35
33388,17473,53
38328,7264,12
33192,2593,63
15016,9122,36
21457,28922,56
28206,33096,55
296,11345,16
6426,25148,35
19249,138,12
27361,37116,19
29488,4987,18
10984,12445,52
36801,34912,23
7863,5732,28
27090,34269,13
9168,10098,76
767,19226,24
10255,1905,68
9762,21197,92
32355,5304,20
37157,17357,41
6294,31970,56
13264,27002,43
9895,33972,57
34780,38671,13
15459,4985,22
6022,27498,36
3935,33482,69
16530,34190,20
21424,10040,92
28735,9011,40
4914,25045,17
37881,26711,36
28615,4865,26
2386,5489,48
25721,13048,75
18964,5524,18
37644,35543,80
3848,29748,46
1046,11359,28
34693,28791,20
32511,9913,56
12344,30805,40
9022,36786,43
36764,33495,42
5465,32597,20
28859,34167,21
38738,7212,12
23755,2551,88
13862,15118,21
20566,34162,11
33514,34628,35
24772,6146,35
2440,27065,40
1861,37126,35
9405,20012,34
4963,1835,34
1555,32774,28
17565,4942,40
13629,19636,19
9158,1707,48
16059,28078,61
11680,7227,17
25092,31710,27
36103,17412,42
38553,31522,29
13669,24048,22
32413,20751,10
35431,20337,58
9310,10698,50
30368,23391,70
24760,4625,17
33298,3310,41
17698,16564,37
31637,28066,52
6213,12370,62
13107,17344,65
18923,33800,15
3771,76,48
5543,12245,42
28637,30506,30
10628,19840,28
12923,25575,75
34226,31924,33
25924,12940,75
25684,25877,72
35424,1901,76
32616,17350,34
10174,15256,56
37172,31232,25
34873,12142,38
28178,8301,49
10902,5700,34
7076,34744,15
5512,16194,45
13624,24436,22
14760,73,18
5726,13883,25
25894,35301,92
31090,31670,34
20750,11316,12
15957,18755,39
37676,34818,32
32617,17339,34
5304,13701,25
18222,28832,32
5755,9177,40
18992,27384,10
8440,17538,47
14402,27861,40
8388,2330,57
22681,28103,68
21449,23343,96
32772,10727,30
37856,35336,80
38015,30254,42
26392,24239,21
38702,37619,29
3884,38352,47
32425,12925,47
18010,25649,56
10195,33158,75
13841,4236,55
34790,22046,32
19790,6252,38
12877,3014,53
36242,8,22
28671,1862,32
34179,35684,65
1958,1888,40
20366,3393,16
28727,22527,52
28503,6995,19
2005,24084,29
9300,14525,40
13813,24035,22
8549,12009,51
29395,23501,56
7707,19754,22
23018,30849,50
36061,28867,28
24879,17703,29
15946,31536,57
36048,8382,37
31756,8587,45
21082,8324,65
35505,33101,83
27980,3294,42
24408,12777,48
12843,19844,45
36396,24002,25
29264,5315,16
17420,3217,40
27346,24857,7
32728,26269,20
5457,31681,36
35711,16936,67
24030,17359,35
31836,3908,66
25042,1694,23
14279,28106,40
38405,37072,20
21011,25966,80
24384,16694,20
7962,12188,46
9992,22761,88
24131,25584,45
25529,25073,39
8299,36504,37
9259,36773,43
3291,2335,50
22080,15979,57
9926,25103,51
7984,6449,48
6042,28700,44
3877,22239,66
27321,12141,34
1821,31177,30
16639,7011,18
22049,16514,35
21129,6888,51
7650,4680,30
1771,4061,62
32340,34652,16
37123,10780,37
3190,34653,22
31752,11709,34
14299,10921,34
7124,15199,15
35569,35671,112
19087,29705,10
13172,4195,81
6936,31790,31
20516,16236,35
10833,23344,74
32407,14599,20
9524,38604,33
809,9139,46
28627,35504,68
27319,28229,32
4605,1126,32
9488,25695,64
30858,28659,22
30162,18489,38
10677,14556,34
11616,35759,66
16796,14531,23
9263,23498,80
16755,27247,15
8713,21910,45
31063,6423,42
8445,15340,29
33349,20728,29
1744,1818,40
19197,4732,20
14597,36862,27
4183,31235,52
4954,22517,54
37772,7646,40
16707,13657,24
25081,28698,15
13139,23636,91
7060,3065,21
3454,25262,17
10664,33854,31
16540,32428,19
15807,30081,51
31090,23496,62
15267,16798,19
35425,3816,98
13575,3339,27
769,5653,30
33309,31264,37
32296,36056,24
38301,26596,17
2681,31206,46
10602,25742,58
17626,34123,35
1258,27336,22
9220,1959,48
2477,15367,44
29598,25791,40
8256,27250,25
30180,27815,46
9143,20607,30
24170,16533,20
3109,17382,40
14388,11565,22
19052,24411,15
15952,362,39
25911,15274,44
4914,28891,26
20253,9897,50
14417,28752,24
20620,22055,26
4965,3386,28
37162,6055,47
1863,6474,52
34892,24018,17
28976,23268,64
37697,12057,54
14611,8393,33
20253,32642,10
33875,851,27
30914,32307,18
7962,24075,25
2316,30011,54
756,37,24
21828,23753,76
4230,5647,54
32672,30246,26
27390,36497,20
36339,13021,55
27953,14502,40
22161,31648,48
21098,15020,52
37649,16514,35
22643,9777,88
21815,18826,30
24323,32396,17
15208,18147,28
37254,31871,39
13601,7174,20
5305,15206,20
6252,14660,44
4605,3520,28
26492,16144,45
6984,32670,15
18225,21152,64
23300,1842,72
20609,6265,34
4029,29453,46
38752,14648,17
19077,37827,30
26437,3492,26
12812,9404,67
13000,1119,57
8449,3778,63
11339,16878,21
25628,12182,66
25268,14391,15
31724,36506,40
23572,14628,64
31591,9202,52
26581,156,18
21146,18502,64
4095,4740,56
19660,16825,17
20765,27296,6
32477,3246,22
32716,6443,40
26331,5593,24
10669,28954,34
10673,20744,24
1522,1531,40
20277,11610,12
28764,26436,24
9481,18506,48
16541,25144,14
14501,6940,19
12934,37908,63
36496,22033,40
1194,19134,24
10805,30953,32
2634,37660,60
2475,37070,51
25527,4091,78
34646,18754,14
31102,16096,43
8338,23743,73
33205,17526,53
37777,14519,36
37814,15486,32
23654,2367,88
12067,4978,44
7975,25901,52
10139,7596,64
19179,9085,34
38526,38292,10
6510,32665,40
6230,2544,68
1757,16918,31
37542,36908,39
4595,7229,21
2720,10124,84
23018,34904,48
35741,37807,80
281,13093,45
945,16756,29
36195,37701,40
21087,10780,66
18975,24327,15
28263,33169,55
14591,759,30
26451,17410,38
36265,34111,25
10664,29423,26
36988,22633,55
6130,29475,36
30281,12315,48
13198,9862,87
11530,28069,38
33255,24367,36
10516,9304,50
6484,33482,59
36084,32621,24
17602,30137,44
15887,38704,38
38740,19834,11
21928,12381,54
35659,1039,74
9193,34046,37
16122,2300,69
6890,8293,28
35663,3131,70
19583,4150,48
28860,6170,44
7576,34874,24
34139,19509,15
27985,13914,41
5500,34140,21
27041,32423,12
21168,30506,62
4918,23020,54
26295,29642,16
32020,31774,48
30027,8000,34
21485,2004,64
3912,29574,46
17275,4060,68
32526,19114,14
3419,1954,34
36522,30976,26
25243,34609,11
7208,21306,51
12339,26669,42
3479,22998,54
3845,1569,62
26699,26481,24
35727,10638,78
38664,9400,33
950,14561,30
10633,37205,37
10507,11541,32
26341,31222,22
15454,6180,40
22933,9153,68
18828,4049,48
19148,3419,20
10000,3959,90
11705,19838,16
18365,6397,52
25913,6196,68
22861,27756,68
15207,25252,11
7604,8669,37
9276,27399,32
24145,20411,11
2751,3434,50
33857,3849,51
9232,239,34
17490,26592,38
18834,32701,14
5705,30516,30
33069,25101,30
27881,4800,42
30328,7098,25
32518,36385,24
24322,21197,53
12431,3011,44
25236,20511,5
14688,26428,24
22005,23586,76
30462,8629,39
16667,3921,53
22590,30046,58
24913,20687,5
28047,21872,52
15929,5458,45
17391,32023,50
1704,4020,62
10009,28929,60
26285,23451,64
16567,17403,37
19065,4153,48
38566,15509,13
