card_1,card_2,card_3,card_4,result
10831,26526,1500,15964,117
16908,10997,22715,8674,117
34946,38754,12807,19762,89
19692,37741,33414,3970,148
11741,25874,12308,36322,105
2506,18852,13519,5626,96
13057,3915,28195,32669,133
32336,27247,5267,22139,67
34841,29450,32501,14311,71
25148,13626,7901,7087,66
28138,15866,28072,33059,164
1594,7931,30755,15982,142
354,14673,31656,34928,99
16810,7715,23546,16273,143
1906,6130,16698,11429,112
14667,23323,10994,26585,130
7035,38723,28633,4644,56
21185,20465,12052,944,120
21452,8644,13807,16022,133
21821,16961,21515,38395,91
22070,38702,32021,34243,73
8720,27025,18265,4858,85
2552,15034,7521,9493,159
9182,7203,38648,38304,44
23442,20582,6947,8505,94
26694,5641,37747,34911,93
24365,34932,30815,33973,73
15429,2646,36030,13792,123
37129,26723,36331,11389,74
33157,3376,14427,8371,130
24109,32503,4607,13567,64
1745,22067,28021,1981,159
2268,30500,34016,17581,105
18490,20650,29454,4049,69
19856,34818,27430,32354,68
38701,1211,2531,1727,129
15937,6379,3063,21104,154
37041,13254,12931,31604,143
19012,33094,27205,6928,73
22685,3133,33966,29473,82
35580,10016,2351,15793,189
21030,11273,7156,23390,119
32770,38616,19029,1263,61
1597,32428,17690,21872,103
10626,1711,11592,12252,114
7895,14330,24212,32307,122
29422,38351,1097,12404,77
16273,30239,17489,28651,115
22705,28930,11767,32435,97
833,12447,4532,38647,87
19502,15460,6832,6327,123
14256,11645,13940,18126,88
1634,6060,27439,21826,131
27798,25534,15354,17271,151
18203,24905,29438,8292,63
18222,2624,18367,6908,101
19009,36031,27201,28814,82
37240,30272,15234,9484,121
17705,36243,30244,26503,81
29714,26439,32287,4033,64
33245,34097,28531,35283,127
15506,35547,6447,15116,182
23384,6820,15125,29701,104
9872,15779,34755,33793,114
26676,6213,13695,28158,118
8292,36156,26538,12351,102
4689,1648,23311,17632,136
8717,27922,30855,30009,119
10986,14344,3875,27273,121
29718,37611,27756,37226,126
23772,8671,20557,14726,129
37064,28515,1588,30144,127
36141,5271,38432,36216,66
26688,20402,18970,36833,61
36207,35589,23565,31640,160
18119,4636,1750,17355,107
23292,17733,15468,17433,145
31853,13153,1636,26517,129
26270,20295,1027,6263,93
24819,12985,38435,240,53
12057,33203,30309,30392,115
6311,18408,16151,21358,157
21818,26599,20257,9174,66
36412,33104,15168,9789,148
22072,19950,24431,38643,87
7834,4960,22645,10848,130
17486,31607,16778,19668,99
31525,12331,6204,36176,138
970,7989,12987,18788,130
2696,5275,13141,16714,117
411,38741,15908,7126,55
20634,33182,25106,20617,42
37691,2435,11624,168,109
28516,19940,32362,7744,109
19732,7530,18820,18913,103
8295,14346,15058,34131,125
7222,25767,9139,32679,80
34887,24812,19024,38512,41
25601,21105,28008,7995,177
38617,30798,15396,12796,103
35619,3175,3806,2458,161
107,34575,38711,33508,63
30990,6366,7769,31710,142
31739,36118,31516,4075,129
19554,10052,9857,36257,151
1220,14404,25539,16655,123
18940,21016,32365,33028,109
24283,425,17368,24760,64
10980,15404,4059,6284,152
11599,28258,15036,31810,131
12039,7790,9174,12815,145
10517,3180,27142,9992,110
4805,14273,15041,6224,144
4591,32685,9297,24021,78
36397,24247,36798,14666,123
31753,13701,37564,4825,106
17617,34188,13182,2610,122
15142,8447,19598,4837,116
10983,25941,22862,6944,118
18464,25558,16178,11479,108
3813,8334,31182,27906,137
36273,25519,32371,34893,84
986,2651,9979,18987,147
21966,37182,24947,36409,80
36197,36245,21294,18953,108
4848,18058,10870,10531,85
33,13632,27500,20687,36
4007,11510,28026,12905,135
30765,28151,28695,6076,141
6024,16224,6038,28742,161
32376,27096,34068,3359,52
38308,15144,20620,34987,65
7153,2422,15928,8408,125
14419,19667,18319,24260,122
25138,15131,22753,16902,104
13811,24198,18004,19002,81
37832,33442,17763,4923,120
24095,2756,22912,9385,153
24440,22133,32734,5579,81
12150,7892,28109,16676,136
16723,1764,5443,12172,110
31731,2559,27192,38743,102
30256,4050,27163,25668,115
34100,31234,10270,14642,120
33071,20427,29254,30461,63
23563,25837,14274,6818,139
17604,8490,7759,12326,138
21093,30515,28063,20345,120
10588,4745,6111,6468,132
29762,16941,26439,10560,51
23289,37963,26730,16272,146
33220,15355,1716,34051,129
2327,38462,30428,35738,128
7665,9472,24368,37230,130
12030,20714,7099,19878,73
13243,29017,36993,25974,138
30318,18065,7837,1222,120
12500,17266,16242,38579,104
7528,14519,29552,30181,111
8395,5283,19232,3466,88
21023,18994,38417,15875,108
5411,964,3285,33468,106
14291,4837,2573,38616,109
20644,12117,12352,9872,125
29405,1943,29761,33131,87
21213,36906,34725,6758,105
28167,31042,21339,9892,165
24354,27413,22524,38288,98
19220,33113,32270,19927,87
3006,34264,2606,8354,110
26516,20012,8760,4098,113
18121,16233,8367,33763,102
6017,22594,21379,13076,185
4035,17641,35574,36271,140
501,1538,26718,29613,66
15913,28504,22758,25175,119
3165,7226,11430,28908,67
3059,28630,33501,7826,128
38283,2523,17395,6346,126
11385,19816,6434,14695,127
26622,19057,25058,1523,75
33314,7515,35268,25134,134
22765,35636,10948,4851,140
32015,480,33180,10862,99
18177,35349,28173,9040,149
26538,26021,16807,10670,85
27269,2583,24807,18082,89
33796,28618,8381,9221,99
20702,15168,32494,7953,94
5591,18175,25163,35561,98
24006,10041,31180,34993,115
21953,15448,20543,27822,114
3798,33336,29337,2345,127
31962,15180,3329,33116,130
3299,1020,32755,14386,102
4923,7779,20421,19975,87
13939,33128,2471,19081,112
30109,38434,26589,6839,46
25975,2758,29356,26628,102
15330,26454,16223,8770,123
36480,35657,19008,10658,114
16230,15428,26257,16677,101
38257,225,8454,4043,84
34950,33517,6206,13869,112
36446,2350,28198,18368,138
27108,32642,25091,3101,46
8696,13551,37231,36943,108
2699,31109,31030,3852,124
23446,18767,322,21479,124
15387,15418,33394,6386,164
14658,6873,9820,9913,151
16648,15113,9044,8266,112
35259,19956,5382,33880,109
19773,29355,24317,17316,87
20531,6194,12054,29430,89
38743,7879,10555,29517,76
28124,18002,30221,8570,124
32006,35657,8445,3020,140
36488,31614,18154,33023,113
15919,24490,15784,16960,114
31772,31132,16721,25867,101
11680,20397,20620,13531,27
38574,32012,14535,26639,93
7661,31803,37986,2514,170
5457,5769,10802,14690,104
5287,18819,7520,15228,119
9019,22971,24516,11401,115
35445,19671,24104,23360,162
11361,37887,5758,36291,95
9325,30311,10795,7796,116
19823,18913,1555,30476,110
322,6906,28245,15907,96
25814,19644,31078,15900,121
8316,7065,33032,25728,113
17374,12240,427,5458,87
15918,32363,31756,16154,116
10184,11625,15908,13943,111
34997,30785,17757,13262,100
4504,9206,33859,2457,98
24328,17296,13715,36038,89
27256,32360,27029,33969,47
15255,26293,15057,33324,129
34200,10502,25698,7661,114
36329,23439,17651,2651,147
4650,21516,21132,37529,159
34134,11758,3414,12220,75
12857,27373,17290,3063,100
28133,33483,32460,3936,129
20762,33110,18783,34736,70
4153,21830,8771,31699,132
21104,12009,28513,12774,155
2524,16800,27206,22048,99
6912,2709,20726,7889,100
1909,6325,30945,31184,127
34818,4111,24059,15091,127
28123,8466,16101,8273,149
32709,25570,19193,13125,101
27944,34642,5261,20305,84
9023,2269,34620,8452,125
6215,6468,19727,4650,136
38258,6839,16008,1592,93
32018,9157,35514,34243,123
8618,15309,12263,25079,113
30073,16937,23327,24424,114
36393,889,34803,34634,87
26424,14007,29451,3191,49
33773,1580,34996,8675,103
19757,7066,30001,19810,85
19899,34529,36135,13909,79
7256,4610,21244,28034,117
4949,12998,11749,11349,73
22886,25990,19724,30948,133
13737,31096,24056,18345,83
1127,33246,10589,15522,132
28044,14397,26730,19010,116
12840,27043,26018,8599,125
27388,16766,23553,7255,85
28045,32558,21385,12882,143
16533,21069,20631,22566,112
19169,9921,31767,8711,134
13126,19991,34828,10818,108
32576,28836,11530,6830,55
16010,21022,24321,20408,118
15228,28220,26638,37111,130
10691,5766,18380,28078,112
5628,25202,22133,9419,74
21892,35517,37765,25256,126
28529,29755,6432,34959,98
31630,7866,20694,3933,119
37158,14746,61,28584,109
27039,5273,35319,28516,117
19213,26269,26473,24453,69
28891,8337,9979,19733,142
16934,36758,30306,4563,78
35401,30940,33905,13626,93
13846,5686,6338,33237,114
29427,13930,21820,17661,68
13194,17719,34832,18987,98
26402,14649,29591,28953,88
171,26016,31947,37802,123
36855,25774,13948,2012,126
15341,6007,12810,26754,139
38437,16861,17676,32660,50
31044,38450,13005,12064,98
4540,35567,30394,78,95
7098,6251,32688,18232,85
28077,9355,38452,36379,99
19251,38418,6128,10240,119
10219,13096,24493,22864,168
19812,32376,1899,18216,103
15942,7034,37762,7846,132
35671,32566,33916,9869,121
15958,4089,19158,19706,121
34999,1160,36343,20267,72
7573,5590,7579,17412,131
38503,2533,21851,12322,114
1528,18101,4048,23700,159
25115,16080,26761,36371,73
28076,1983,26310,34197,111
18319,25864,25746,13838,112
34849,1619,15236,355,108
27392,31523,19906,28509,107
25041,29633,17492,20370,35
27151,33406,23637,12268,138
7739,34607,7031,32309,75
19889,35411,30235,38361,108
8525,23396,36786,11301,126
17411,19151,30498,4080,104
5456,26324,24021,29021,90
35016,34745,5277,28145,99
14649,38268,10572,8420,104
33775,18997,26270,23397,89
9103,25841,24316,5639,113
16556,6753,15283,18368,82
14596,28023,21385,33291,173
3322,19052,19687,4119,104
4023,293,350,25962,90
25673,2499,15812,6921,130
17736,24393,5286,15956,111
32007,35540,15840,21818,149
20285,20743,34236,22907,62
34073,9499,1109,10988,92
36877,14020,28912,7171,81
27218,28154,28649,13744,104
2407,4141,10252,35541,192
27428,19065,33839,27022,55
21018,36202,3835,16576,122
36930,28897,33798,33473,105
435,23404,3164,25752,116
33133,11598,22722,30201,116
16602,9435,22702,22698,136
36121,195,11433,23735,89
18982,13197,25644,13661,106
2672,38721,38330,1055,90
31601,21454,38553,4926,103
31925,38735,22557,24043,117
37671,11537,7841,31795,132
22949,7205,32010,28133,136
4888,25800,30396,4032,114
24251,13908,27336,37140,88
22846,4681,32497,14604,113
13692,34187,6287,6095,116
294,34192,3202,19696,63
18872,33794,26358,10960,61
16615,29729,37912,20648,62
30887,21972,12153,6219,126
34664,3434,17730,2684,111
36395,4891,25841,29653,77
36487,29408,32538,232,39
11423,268,11538,22841,75
16847,168,15751,28580,84
23359,7887,27362,37958,155
11019,21807,4038,34190,98
19841,23308,30070,26645,114
19080,13264,33024,31252,108
2510,34636,34968,19111,98
20497,13500,28556,17018,56
19687,26313,3851,25664,118
25793,5487,25567,35771,148
16843,35688,11342,24814,77
27184,26268,19118,14257,85
1083,21429,4885,12174,132
60,11767,7878,3501,79
23544,20418,14605,31063,114
16951,12455,34590,24116,93
5342,9761,290,7899,119
28688,20271,28175,20465,80
7976,24784,30255,38612,73
6860,9228,10914,14013,71
37683,31081,13555,16613,87
365,3219,24096,19902,83
25608,26653,8551,15225,124
21467,38703,20738,33755,66
37230,11568,32663,17014,60
7093,4227,33142,28037,128
3797,18017,18853,16138,116
27798,16199,5007,16924,108
32638,5013,16019,13201,98
26770,35773,7124,6831,79
20617,3371,20011,773,82
17503,9431,12028,22260,114
16010,1257,4219,28808,139
27992,17420,33137,24493,136
30180,27981,33334,18509,126
14366,18145,21880,37551,135
6277,30182,29633,4091,113
14662,29552,28547,14412,118
25697,23681,21354,14662,182
10863,19191,16792,21764,76
6118,21279,20289,28808,129
2318,30133,20487,14736,114
33011,27963,16023,33285,153
21164,9986,25701,3032,159
32505,14605,37260,21968,106
18148,19754,4908,19628,93
31770,129,33432,35329,128
22949,36246,10728,5495,113
36084,34791,11310,18043,71
11573,30978,31077,37127,77
2369,20705,35697,1847,147
23590,34134,1112,17762,119
26356,9338,5406,30270,80
8275,18892,2349,24340,126
10262,3515,30192,41,99
18902,36420,5258,12902,95
27802,30305,3016,18401,111
10929,38301,6379,30043,98
3907,16729,11740,20589,63
6382,18493,25008,37174,104
22750,24834,29578,16901,67
6953,16656,3058,4651,52
13212,36107,37525,446,111
7040,1201,17498,35721,118
3922,31759,4548,7076,95
2344,30308,25023,22975,122
18074,30114,3240,11597,75
10188,37897,11699,5448,125
17505,34205,33163,21970,95
16213,12504,2687,36365,142
37203,6791,25048,950,73
37504,953,30339,26359,111
12398,20730,28843,21832,93
19928,5452,1568,3255,111
13057,13675,33434,18297,110
4511,25025,6870,21352,74
33468,24026,29499,13250,107
31221,9098,3523,13901,78
22151,15374,24158,38763,100
33167,38470,34886,25273,60
37777,33123,7122,7845,130
17283,10929,1865,27991,140
16963,36197,11546,28907,72
23001,28832,28230,6283,172
28545,37164,30804,7759,122
25605,27341,35401,1819,150
7550,32441,16680,23737,114
12370,26661,36474,23752,121
839,5548,33982,804,92
13922,12159,21476,15280,140
13105,27876,20447,9056,114
30883,31776,30435,34215,83
23652,11611,36323,24298,112
16201,16187,3280,18870,110
9982,5305,31548,32315,112
32341,8460,36080,3346,82
24095,31052,21848,12824,111
32721,33812,10731,29399,45
27166,23433,21945,33436,127
18207,10540,6999,33882,63
38680,21918,49,13595,49
10748,25833,3177,14281,124
27413,16577,6151,8434,106
5773,35340,3835,18917,128
37972,6764,8469,20699,87
9871,3940,30150,35734,166
10645,19051,4754,17526,80
1977,4516,37864,12071,139
12325,34905,33453,27771,134
30760,33473,36102,4900,88
28692,27258,4214,27476,100
23741,27952,37666,841,175
21988,6434,10864,12394,132
8279,13043,3862,35280,165
21067,27459,22047,23274,142
16613,16138,22545,22608,146
26740,9914,15063,33065,139
38527,30091,29328,20483,33
17555,9940,28706,22721,156
15243,19194,30127,38569,84
11639,5524,19717,38643,62
2298,21019,1027,25998,168
17351,31626,33290,31185,113
1668,37709,30305,25511,149
31265,7180,29383,16551,40
1904,3829,36908,19882,143
13634,20378,23722,5441,86
21342,35497,25152,22124,131
6759,33935,27257,24157,60
2677,17369,1508,10238,169
5737,6761,4542,35608,93
21030,8544,34097,37262,123
29419,144,160,22660,65
13727,14369,4181,331,101
29747,38292,18121,9900,83
19541,28088,1858,10540,142
25113,37939,3406,31955,102
10663,4995,3080,37089,89
5367,28681,29408,205,59
15916,34176,19880,5393,93
25625,37142,2465,35598,170
29375,21523,6314,25976,139
20586,13681,12506,38671,56
22241,16104,21448,30826,130
35432,16709,13788,33121,112
33935,38641,9824,4574,79
3492,24192,1785,6294,140
27148,7656,33233,32405,101
7718,5003,24142,15514,127
35379,21880,30115,25651,138
3225,31740,29697,18173,81
18001,30490,19672,22757,122
17608,28153,30243,21214,144
12845,9475,19687,1255,126
38263,17566,21488,2292,129
37749,10032,19105,17559,138
32413,28680,25534,11612,86
3906,12286,36103,10600,121
11624,12230,10223,28047,143
37216,25712,29393,8468,106
2285,27254,16862,33050,109
21183,1933,36017,24297,144
18432,1529,17390,13747,106
12948,4546,6105,11672,110
4598,33505,27052,1631,108
4083,13104,30382,8470,134
1936,8272,18199,3517,120
24150,3349,1220,5772,100
19545,12434,11291,31851,108
14016,24455,12200,35294,131
10847,19527,34079,201,67
24188,25776,14475,1907,153
3505,15212,18956,7643,120
30927,31177,12344,893,104
36391,38498,35635,8315,112
23572,28926,12341,30380,140
33396,979,89,6004,120
6790,15388,4198,4673,102
5689,4609,14431,22913,124
16893,4987,19079,16802,52
9401,11338,32431,13077,84
12272,15035,15219,1063,150
21497,34705,8416,32613,108
2529,972,4666,28663,124
2694,33826,4129,37923,142
2632,1932,21162,19918,170
26313,18957,27859,6207,121
20472,36902,33,37796,84
32761,26291,5368,17258,65
20686,7619,3862,3809,125
27852,20771,1218,7162,87
9931,31053,4781,15320,124
19026,37619,38004,2421,154
35705,12079,24959,25999,130
3433,19957,23598,19831,128
17421,10982,26629,29251,66
22933,9933,18304,27830,169
15143,18899,4926,4016,111
27111,17359,29461,8374,78
4653,16955,19166,22567,90
32634,12180,16079,30209,103
5475,31872,28721,1100,115
29511,22599,15882,2673,138
28892,20665,25836,28233,116
26441,11702,14727,13231,103
12512,3862,26287,1576,132
18208,31274,1752,28821,115
31161,13088,37204,28946,118
12222,35262,10711,12335,149
6099,31860,17271,25549,145
32016,19856,29529,30402,88
23628,30419,21298,2581,172
17770,13844,19686,10902,91
10730,20472,9073,12043,89
25039,37934,5586,31881,101
7025,33942,25164,23642,71
3369,27863,6902,21205,123
3004,18842,24515,19818,93
28798,4172,28172,8707,149
24441,12155,11302,3953,115
10923,1501,1776,16650,123
12966,21318,33490,14263,166
21763,1104,22929,37716,151
87,16860,27107,8495,65
22079,10957,21083,4573,113
15366,6141,32001,22524,171
26538,36235,14270,34012,84
27455,36466,12422,10742,96
23306,34685,21869,31924,128
12185,1110,38372,16949,84
7261,3333,13573,10950,64
32591,1881,8337,7216,92
24298,6273,1207,30282,130
18228,3802,9425,8471,123
33208,38317,27930,19240,102
35452,10094,24041,36476,154
3362,35511,15095,1833,158
33140,27282,8438,2425,131
37039,38652,24196,1668,109
32010,14503,21123,35340,179
34559,29387,18449,10738,68
32718,3181,7125,10986,59
38018,24092,30978,7046,99
32545,511,3981,34124,63
31560,23444,5333,296,111
6156,10627,13530,23320,136
10137,36208,16725,24899,86
18123,4158,28073,13782,122
22658,35634,30432,12417,160
28879,24517,16849,13800,83
7647,34996,38409,16065,102
27329,9106,37634,33409,122
32433,19165,33515,27328,74
20765,2674,4158,30912,108
19531,2277,9435,15908,140
22031,32556,13065,31084,90
2329,33308,37899,32444,136
19503,11417,31543,21403,122
28771,27467,12198,30750,99
38433,38484,23522,8318,95
14703,1935,35598,20539,141
21312,25185,26623,3069,85
6149,17375,33516,38774,113
16954,16616,11616,30185,54
4870,21988,26650,15355,92
37007,37972,11756,37605,131
9272,22064,9213,22244,104
27855,31950,18067,9835,154
12893,30929,16897,31220,86
3856,9163,15292,38770,113
24873,34802,1000,7785,95
6809,26011,22273,32314,78
26017,10609,21975,1618,131
9829,36218,19900,37523,145
28501,32555,32370,37966,91
25655,967,18211,35566,146
30136,16731,28746,28819,93
1164,21477,25882,2729,168
21378,10244,27073,5694,135
12266,33412,28151,19533,145
2003,32774,2457,8509,133
12309,29748,14742,30311,104
5774,30492,2504,33971,98
27329,34153,25833,19684,90
347,19959,9094,31867,95
3860,36760,37175,29628,106
6835,26705,10916,8527,76
1269,33152,31024,6354,132
4767,25050,34171,32404,34
4859,28853,15803,10081,132
8661,8270,8730,5525,118
37154,14275,71,9762,130
3260,7131,21896,29715,56
23546,19610,31862,38275,119
37040,29520,15758,15050,113
21154,10743,13977,24857,90
16147,18366,34262,6089,116
34059,13676,509,22055,53
36910,22782,20332,13591,95
9214,9830,10026,7558,172
34794,17542,12058,34663,96
33160,26753,5507,16525,77
35364,28879,6285,30786,148
3310,24776,30034,26739,57
3225,36456,33819,26270,62
3147,34858,8268,24340,99
17301,11681,28939,11463,76
19502,26527,25638,18072,101
30264,7902,16017,33817,111
7801,26010,6099,31069,146
115,32466,10977,8473,71
1818,25197,7061,38016,99
18076,25876,21870,33882,95
13596,15751,26021,33123,123
30908,17338,1664,16953,99
36521,24291,27116,26333,77
11265,6827,11568,29628,31
30237,3090,283,20375,50
36754,1906,16858,28097,132
37795,24485,28681,15118,145
26263,34102,18421,24443,73
11761,7178,1913,5337,80
6890,11422,35335,5281,89
37230,19983,12374,25769,133
30423,19787,27053,946,97
23743,9878,5728,13573,135
13627,26275,14575,28722,97
24365,7632,36162,30114,115
9884,31709,17541,8668,144
24129,37026,4724,4051,114
3073,27913,36979,24824,100
20479,4995,24354,28003,91
6041,19129,4049,28236,149
23416,26496,3977,33228,139
12197,10103,32608,15459,136
18223,5427,22639,24471,120
6076,6960,33884,25817,101
34854,31504,6091,1675,142
32603,37694,27292,3973,108
7210,20332,21153,9034,86
7694,29733,1200,29462,83
511,3750,33426,34959,98
31789,18266,25689,19093,111
16580,23408,14413,7721,148
21384,9105,8436,9037,137
22636,10115,27498,2667,163
13162,9977,13724,18248,126
27299,4243,31978,9958,140
11661,17012,7889,33299,99
16131,26677,14416,16507,102
1050,13915,12229,35301,134
36108,18411,10676,12970,107
36455,1881,4883,24079,108
29373,23006,27000,19,74
17461,76,31977,7507,109
1950,4956,1259,13953,103
32495,25018,6310,9285,85
22945,13927,32000,30937,114
9424,27213,26650,9253,81
35593,12482,10205,35422,193
36014,1091,22934,12101,138
33177,17252,3396,12175,117
36845,30480,33887,26008,100
15947,4262,27906,20610,125
16032,18980,27380,21858,93
31000,22108,28923,34571,90
24030,25216,6427,30920,97
11509,2472,15465,16682,110
19513,30392,21818,38556,80
1568,36015,18160,37587,133
35007,12044,18821,3125,89
31264,19696,2373,20373,96
5432,33796,3139,31079,66
22542,10062,31816,10077,185
27041,3139,9209,33791,71
22568,34205,27880,22124,129
4552,2547,3022,18055,105
33484,38673,29363,37579,89
30282,25159,11754,36287,56
17626,31074,18128,4027,107
22173,38582,25505,27316,83
26304,30837,34548,35458,100
34208,20491,38328,2535,64
13903,22993,25948,24788,103
27389,35372,15205,2366,157
17343,26591,35448,30302,113
30463,1762,8583,8384,132
6480,31060,383,3283,91
18880,10211,30891,25875,123
16981,30979,18471,28722,82
29528,13024,16603,15993,91
19233,10124,27866,6234,160
32702,16801,17003,17322,56
6962,13887,24201,29441,53
36877,3041,35407,22613,153
23467,21379,27037,31012,135
38273,14393,5642,2493,114
13742,23304,37652,1261,142
22905,10989,1530,24326,146
8769,2746,18843,21812,122
6392,21869,24068,22267,126
21253,38531,24155,8408,117
27253,33397,24943,3088,73
21085,24264,14544,13066,160
22967,6445,9142,18485,146
12418,8505,7691,2734,160
4645,9510,38340,9815,97
13903,13634,25509,27841,110
38648,5017,26748,7069,38
28865,8519,7614,4999,120
28033,28050,28676,27501,137
27803,33470,32317,25722,127
6028,18487,254,21192,126
21214,32555,1820,28574,132
277,2283,27870,7143,107
18510,35738,10221,38425,132
7004,19761,18860,34055,60
18502,2544,15390,15429,153
15044,25996,30760,8007,140
27123,18829,20617,33784,42
12285,23742,16205,769,157
21378,5430,4093,31726,143
27915,3218,13837,20704,81
26707,10636,1837,14483,122
31511,16137,34762,36131,109
19222,8699,30891,9431,94
27855,17654,33959,4899,95
28687,29727,34854,10639,75
5699,30275,29728,33464,80
13904,14326,7953,10543,122
24361,9024,25210,9302,86
9420,16148,456,21762,95
34692,23465,37935,22591,163
28967,34012,31847,837,105
38612,12070,36923,1756,116
32622,25212,21812,22259,61
17760,35673,28244,8353,158
7729,25891,14669,20512,125
17594,26557,31026,3056,76
26697,27258,34756,21015,94
38765,10997,19823,3115,77
19548,1768,19685,4741,114
23512,12297,37203,8461,152
18920,37956,36128,26475,94
27996,35495,11690,18259,132
5304,8734,15876,6858,96
25047,33993,34224,28174,67
22821,26428,7706,8588,137
35508,1030,6414,25773,170
31151,34538,14649,7545,120
10569,2365,12955,25041,114
3051,3397,18448,5774,82
18327,26760,21049,35418,138
6022,15336,14602,15168,171
38494,24829,21877,32312,41
4516,18881,36100,31232,69
9492,38633,38267,27336,52
13726,18823,34783,16642,57
3399,34729,8347,21850,95
37213,14581,16593,31199,102
33223,10938,27958,17276,131
6803,30248,36156,19511,78
16805,22985,22769,1711,153
26526,9466,31975,16507,84
10500,21168,13761,15168,128
854,23537,6256,12342,167
36425,30225,15273,18377,107
31204,14734,12345,1727,140
23011,23308,24496,29353,134
17261,29678,9103,15798,94
35753,31079,8585,5477,123
30106,28963,4059,20461,94
37246,30100,27486,22988,117
9913,29451,9768,35272,159
7072,16171,33014,6002,126
31036,30239,2706,20299,90
24357,21939,16967,4640,79
9349,11306,33343,11281,82
5519,38666,20740,17532,52
20388,36417,24362,1056,84
24856,17275,17251,3276,75
34865,8505,28703,37912,125
36014,7179,18414,7996,94
36935,334,4662,19141,67
30352,7230,20679,21442,81
14708,26614,35691,16142,144
38734,37186,25008,29582,43
26360,7674,24459,4697,98
37778,30031,15964,195,110
31666,7970,10106,878,160
33420,5272,16779,1246,97
17512,30480,2653,35592,149
7259,25172,34801,9269,54
13109,13225,16737,18957,105
6894,10603,6828,19267,54
14492,28021,38359,4246,133
20367,34562,1209,19526,79
34903,20375,24982,35601,75
37133,28176,16645,25054,91
37781,37203,33308,21451,161
12845,27022,958,844,118
14754,19651,23342,2009,166
38308,27379,32563,16667,39
11396,21385,32657,10043,119
19827,16560,94,28983,75
30860,23510,22236,31863,129
14301,34636,37829,37201,135
38505,37811,33045,3325,105
1219,36184,35645,36794,137
225,36763,11758,6429,94
32494,38475,36492,4110,74
36237,10991,11461,1861,99
33971,10049,10510,6311,131
13854,12992,18261,17271,101
34769,36950,13251,15352,128
10080,30401,36172,6515,141
37638,28567,6229,25522,160
1801,27205,25178,28819,92
1227,15289,6160,14367,162
27428,18452,29577,102,48
20329,753,20380,19208,52
19996,4617,21298,12284,128
356,19770,30400,19109,72
30354,1980,8345,36852,130
13125,14410,34998,1765,142
31048,18426,3274,37076,92
23331,27042,19052,12507,119
10207,21844,7215,28860,113
17689,3152,6198,31133,111
33787,997,2502,35619,142
6258,37194,15174,10500,143
16667,5014,24014,31002,72
1549,11369,21295,38014,149
36447,28008,7976,12978,149
31601,5539,10579,22526,126
35562,24204,7817,38331,130
30506,7528,31677,37256,130
22643,27338,17755,34756,107
17413,18380,3759,25183,92
9042,5496,4508,38447,65
30434,31177,34196,29504,53
27856,15282,30318,28765,139
31058,29417,30234,13513,57
33834,4797,22833,26699,84
27239,11536,1862,24430,98
9216,36059,11514,17363,84
490,37758,3452,24045,100
21240,16691,32422,9913,120
35690,21776,34720,3209,115
6266,18482,24858,9397,100
7538,5668,36061,13820,96
11617,30263,18482,33905,64
38463,5619,35485,28590,107
4039,19538,15315,11749,119
13676,17736,28009,18160,108
33820,27073,30237,31813,80
339,4243,18034,25150,72
35346,16219,34204,9780,150
25540,38332,38691,3056,68
34576,16559,18459,11429,61
35453,4983,8357,17018,111
7635,6305,9501,22013,142
28618,34560,11771,14328,99
2688,28147,3361,36241,135
16075,24766,4989,24895,57
7226,10095,30798,9900,127
18924,27925,30077,1539,128
18,9928,2463,4971,119
24255,249,521,7506,84
29738,36484,38502,23346,82
7917,22127,6276,16152,152
35474,33078,4749,6007,149
23286,16140,10761,2424,161
21440,6947,33129,10823,116
37865,12020,30121,21294,153
18892,12853,35634,1175,140
17694,15780,25036,34216,75
13120,12084,4027,8690,148
15184,37109,23351,38007,169
27422,29473,35642,16817,83
17401,26307,26754,17667,76
26423,18773,27150,27033,58
9310,35430,1552,28180,170
31558,38702,6905,8500,79
4961,24986,16954,6446,75
30136,4818,3926,12854,115
30244,18352,10606,33997,78
12974,5568,16187,14391,137
34783,413,32728,4803,45
14483,20297,23385,16204,133
25797,1991,16055,37123,150
37166,13834,23589,12053,132
17759,36483,15090,10570,112
40,20664,23297,29434,64
12357,15234,35379,3167,150
10764,27872,33110,16169,142
35283,23607,38613,5583,129
37755,26497,5595,12262,112
37190,9147,25207,12026,97
31875,17305,28959,1568,134
4233,2322,24916,24840,94
13996,22794,35442,16616,126
16186,21089,13136,18381,149
19783,9831,28952,22991,158
24801,19104,14748,38017,106
27358,28885,8477,37650,123
4819,37634,31095,18403,100
10709,1271,37138,15094,128
4080,32383,18335,3050,91
7943,30407,4178,36783,136
32729,21052,34236,27814,113
27858,13851,25273,4912,76
19225,19219,28072,14705,120
13039,34762,3324,10863,100
35447,24265,18417,2718,153
19270,34190,3218,31510,79
25694,29522,38418,27850,93
1608,3255,30393,22980,135
31546,37216,3365,17650,111
14582,6425,26684,3798,141
3908,29761,4760,25070,61
28517,34568,26618,9313,86
14603,37850,36267,18357,131
5267,9148,16808,986,89
7145,36433,28103,9494,101
31852,28695,31107,26287,94
2749,18502,2498,21204,169
17558,13958,33906,15026,89
6970,18212,27443,3200,65
30234,20499,5533,36809,74
21999,24942,29615,22120,57
26488,5486,38516,17564,62
9887,24510,23570,19068,148
33508,13788,6301,16702,106
31770,27092,21764,37769,119
15149,38258,33315,11563,91
