card_1,card_2,card_3,result
4233,33819,35576,107
15894,16139,36144,82
19522,25041,7996,25
4082,35593,35503,154
18835,17425,35709,88
6417,26014,4672,82
24186,14003,15192,30
28049,32447,28628,48
26266,34075,27138,25
28684,1656,27873,60
4639,268,17543,46
15764,34254,21766,66
12872,6498,30031,89
37567,27802,17255,78
16576,31659,32553,43
13502,7637,23268,81
30395,32490,30271,44
1982,18176,16780,51
16019,26725,16832,56
31995,24989,11309,37
2491,35346,21040,136
30999,3974,37631,76
20560,17327,34237,37
2258,28635,35529,104
25827,11266,8593,67
35529,20632,1165,76
21877,25185,23722,79
12271,2451,8307,87
5282,21063,4141,98
3224,9815,30421,80
4740,37751,5269,50
35335,16060,32334,97
7135,11628,10570,39
2747,1974,33796,65
32462,10102,18422,76
16113,11399,31502,67
32548,16788,21325,63
5360,2306,37880,72
4952,11507,1197,42
37823,22638,2492,100
27306,6778,19660,17
37049,10752,3122,51
866,11679,20660,30
20292,13142,35576,97
38432,33401,12261,62
23323,29404,3960,98
19023,25257,8741,30
9924,31739,28830,84
29,14649,37989,42
5629,20283,33999,23
24314,36262,27798,53
6818,37044,14488,34
26658,17611,20436,40
12206,11491,36334,56
30077,17384,18868,50
38634,215,36431,27
25210,12459,28128,61
30517,10046,3874,108
37076,33052,16644,53
22089,29739,37703,52
12353,21237,15308,82
36256,30228,6486,66
30911,23626,25900,98
31083,2701,33314,73
11517,20428,20512,14
32005,3459,28187,66
32009,21061,454,74
30330,27199,26010,58
8365,14346,4657,47
37071,37773,33880,48
18861,25674,20631,44
11738,32601,4799,32
22886,35445,12451,126
26386,16906,16056,56
14494,24215,7786,37
3396,2276,9063,78
2748,34132,23318,97
36359,20756,12438,48
36469,16094,17642,75
26640,11334,13529,35
2646,9977,6143,116
23311,27981,5712,92
9135,15761,6506,93
6260,21502,6503,108
30370,33062,10017,93
6262,8651,11473,63
26346,7511,33177,55
25019,33480,4639,44
26495,32275,7999,36
16239,21830,15018,65
20282,15327,11294,20
28087,26316,21115,84
23735,22873,33229,119
5299,10168,4219,102
9114,12797,25898,103
31925,20301,26556,38
15959,20550,9810,83
20268,36752,22532,57
23459,24828,33275,82
17539,8725,25036,50
25252,36506,32754,27
34027,12364,5417,51
34962,4771,22888,62
34666,16040,22785,81
27364,9820,3386,66
25902,203,27825,70
33507,20482,21263,73
18838,308,18450,32
7117,11492,16675,28
27326,3867,22847,86
201,33161,9140,61
35727,15489,37832,88
30969,4664,33375,51
8327,33106,19152,54
10223,759,37208,81
24313,27771,11524,47
13936,33855,3954,64
34692,1755,23607,80
35251,3841,31806,122
16939,7863,16917,38
19050,17355,10773,54
26313,12914,12499,81
10092,34700,32357,64
19883,18098,28060,54
9344,33057,21501,99
1894,18119,27007,44
13170,17530,38375,70
9841,19934,35573,110
83,6287,17490,64
31554,32749,31830,56
34776,18202,27952,56
19783,16579,5397,29
28721,29649,27376,20
18160,24347,16588,40
9979,28724,24317,69
19511,30185,4678,38
29625,8686,32420,33
21082,2373,31171,90
25174,34849,5687,23
33057,10016,38007,99
24216,11624,22042,43
30974,37629,6968,41
20627,7938,7977,34
15851,20716,38497,40
21176,14761,2452,92
16714,7709,3082,41
19875,23322,17637,84
18798,28537,14614,30
435,25249,13849,22
5709,23745,30969,74
14726,26686,31734,48
7095,13862,3811,62
28192,9975,28522,88
7546,5751,38476,33
7097,37807,14685,43
5324,35763,36066,84
29337,14543,35455,72
29657,17565,15848,63
25664,4204,32437,86
5451,35755,3074,82
9297,36199,12341,74
21391,11530,15123,62
15368,849,28168,54
38548,2324,35684,97
17609,16086,7562,75
16226,35376,36006,105
3317,26494,34065,35
18927,753,24782,27
26308,27790,21106,84
864,32738,22803,66
12340,32539,20647,40
31121,31670,3791,76
14725,2250,5720,60
21242,8018,5523,72
23528,29710,36409,72
15446,2671,29481,48
9979,7750,3012,78
19127,36291,11311,32
10129,11568,925,76
21098,6918,22805,91
24275,4978,21364,67
15210,395,1847,34
4693,25089,30518,35
16663,14648,27790,51
22902,1564,29622,64
37625,12915,28780,75
4059,35427,2681,134
30043,18157,22097,62
34194,13550,31123,32
20413,24394,25915,47
11495,1059,6243,60
13619,1936,31119,43
15925,7070,33201,67
25141,3995,29571,49
37883,35735,16940,91
31104,37068,7150,32
37947,33326,34080,60
7161,21049,35422,107
8508,33909,19766,36
24240,28930,1170,39
19774,28539,9482,46
9908,20720,7843,66
10914,33957,8399,52
32354,27890,27923,64
7528,19857,1028,40
24211,21272,10070,101
37032,9270,37547,67
36295,33193,27089,47
19760,35409,21758,86
22703,36223,26683,68
6843,32317,11380,25
16071,36145,10877,71
22273,20330,4077,68
34620,34651,22213,40
23659,17339,19774,84
17496,6286,1174,76
34748,28185,25797,72
16213,16502,21837,68
16663,18463,21312,75
7184,15805,19515,46
7690,34938,4655,38
22795,12249,26378,82
23387,32435,1510,80
31770,30842,37053,49
21304,24783,35272,103
34255,6508,24322,50
12137,36413,35542,102
28976,24187,15279,29
32702,28699,34631,28
12056,36518,17694,72
34652,38260,12098,43
22699,4831,38007,78
15076,8716,16824,40
18827,25626,38283,47
25887,36026,36234,68
38581,30223,28083,51
21459,15350,23286,104
487,22926,24223,55
32664,35484,21833,88
30319,34894,5638,38
28143,25814,35562,120
22048,34950,95,38
23707,33009,24273,88
2348,11488,18203,66
23480,24047,22888,101
18476,3331,15194,42
9397,15001,6274,68
369,34042,13871,28
27965,2444,25610,100
16967,19597,22044,41
12155,36938,24771,48
18173,14362,7707,48
29739,10005,16898,63
33389,6305,24012,68
32658,12781,28568,59
16579,15939,3930,86
1717,3467,5456,46
34878,35661,36751,79
33124,30180,33765,54
9803,11500,18254,78
13678,18113,22958,73
36771,34201,30325,42
23295,26450,16699,75
9303,25016,33071,58
1191,26625,16642,41
1036,36231,8329,55
25688,4044,4990,92
19215,2482,16910,53
38374,18960,29406,15
1128,4504,6197,64
32669,37579,1775,52
7990,27447,22630,60
12811,24060,28929,60
7229,10547,13858,42
14013,11420,15985,56
38372,29271,13715,22
38754,14748,2484,53
3858,34615,16,56
20573,142,24019,17
19889,34081,11674,25
18777,972,30215,42
24025,27803,18816,43
29483,765,15953,55
31715,18492,457,50
7524,31754,22034,64
33927,369,33969,24
7640,25838,16892,63
30034,15820,6912,58
25140,25271,1892,26
13181,19822,15059,53
2665,7734,276,58
13232,10582,2298,97
22143,3876,22598,106
18304,4536,9212,62
28020,28573,37841,64
3010,14265,10846,48
30472,36433,6269,66
990,4817,20530,34
12832,9942,16839,98
27440,31719,26254,40
24382,17641,2455,71
5656,27196,11437,26
31248,20468,14462,24
32456,31715,34557,40
19716,33242,27920,61
35763,38693,4697,75
18410,18084,24149,49
30414,23562,288,76
3507,21016,171,64
21220,16117,19025,83
6807,32773,27492,19
34256,17484,22840,75
17524,4803,20597,42
2707,18813,36099,58
18127,17,33100,53
10009,31899,37709,96
6103,25578,7916,84
13641,10238,30797,71
4190,24445,1020,69
33422,6061,458,65
12345,30186,5618,60
1877,20650,36432,38
27033,30933,30435,32
36067,19781,27247,26
5773,31887,15791,69
2545,30269,15928,87
24228,27359,18130,33
38276,877,502,29
8538,5728,9461,61
17020,31190,19247,27
29433,36821,27835,47
26403,16823,37251,38
13067,23773,32740,99
25915,28786,8774,69
18500,20319,32257,30
840,30805,11494,38
11312,11017,19223,38
30998,19180,3936,58
22108,23015,321,70
10772,34913,15119,38
38603,22846,15988,78
30492,25699,11597,64
4850,12028,20468,46
68,32630,10071,62
7027,10996,21199,73
9892,8769,15342,77
3064,22781,7588,70
8265,26750,34835,41
32663,11532,28766,30
22834,21390,7186,91
5675,31194,16744,33
33237,24804,26002,66
15312,19080,31545,38
23596,3347,7971,82
4599,22249,28039,66
28083,17475,1932,74
21785,25736,34093,69
38613,2728,4232,83
28142,35000,15903,69
27311,15089,25917,48
14566,30815,34927,30
261,22075,26678,42
17673,21799,18057,70
15348,38711,22871,53
10269,2658,11635,94
22784,28149,24815,71
12424,12752,37687,93
22966,9781,21145,132
13989,13796,1261,44
2678,16544,30833,57
21970,36034,12310,70
30468,4600,24078,41
28631,32268,23357,72
23374,3980,19258,100
31934,24064,31754,57
8290,38316,17557,52
38339,38530,37198,25
13663,2599,15075,57
4532,25201,35329,73
30337,1075,31788,60
35570,24441,3914,107
2276,30893,28167,74
33114,21519,10068,119
1924,35601,24381,85
20448,8679,3437,37
2295,3396,23756,102
13729,29291,33104,44
32707,23543,26407,72
33850,322,2770,51
3808,27203,13172,85
21020,13830,17488,83
6891,28976,37534,43
2616,20746,12245,68
37804,37683,7907,64
23632,22766,21388,136
27085,36119,1985,40
5354,10936,1219,52
14522,22670,10877,74
3421,18223,21854,58
35765,4016,9309,126
13534,30787,34081,32
33461,15944,6433,92
19178,25976,1534,62
35726,14524,34595,76
10219,17662,33807,83
31064,37819,5285,46
19014,16998,14634,29
10734,30906,26646,44
3354,11310,2427,60
7067,36838,12224,52
27245,30336,29494,26
32712,14426,8459,41
35678,517,32535,70
4516,25783,20327,52
38602,5315,16818,28
25024,10972,6380,57
25971,1153,25051,57
22034,10536,23583,98
7959,31840,15930,73
19263,12030,24853,39
34963,25924,17448,70
38001,9233,6860,59
16602,22547,2599,87
37065,30774,8366,46
26467,35586,1875,88
6277,34582,16690,51
9036,23018,22557,108
36042,37072,13921,44
2334,31569,26330,72
7679,33755,36862,40
6179,20606,19992,40
6418,10217,37609,104
22903,18755,21237,90
24310,37204,10508,46
16596,31943,1116,53
23720,24070,36038,77
9431,28052,7916,72
16016,5290,2479,81
12865,32442,9340,75
19179,5386,20285,20
22787,25545,20740,78
10595,26531,34233,43
37756,33904,22520,73
1554,3290,26746,46
13168,11258,6428,81
34502,30877,24880,21
24262,15474,27496,21
380,13823,13222,58
37779,37766,10675,70
12239,8400,19902,57
3796,9215,3348,84
27933,37159,3074,57
14757,27826,4693,54
14301,10018,22516,100
25967,15408,7847,60
11743,5013,21249,68
3776,19014,2005,68
5707,9943,5016,74
4123,10683,28769,76
25523,13961,32277,57
1819,6285,11351,62
9788,25006,4853,65
28503,16506,15391,31
19890,169,11015,34
3234,1700,4810,48
24160,25757,32019,69
30893,34614,10117,66
22769,31800,6141,96
476,9522,9096,62
13809,30983,37923,47
28209,30878,29695,42
12327,34549,3091,52
34998,3505,23722,74
8602,25902,13117,96
9284,31959,10030,100
13604,32497,32732,29
6231,32611,10208,88
18238,38445,27420,29
23281,10177,23626,152
6027,38744,3237,51
19080,3836,33217,75
6,26720,26349,30
1202,12316,35343,104
9851,2713,4758,98
1816,11746,33334,57
17496,24837,2508,65
11550,16675,15242,29
17560,9510,37930,78
35673,36958,6038,103
3927,24128,29468,55
24509,19673,22742,55
11372,4737,4543,38
32299,32543,11405,26
31860,11594,26310,46
29663,25830,9251,68
24025,1649,11742,39
35548,21859,14422,92
16811,19136,33881,26
18952,33251,17429,59
33221,115,33767,42
37826,19885,15365,38
169,31265,34885,24
24219,30260,6260,59
32569,36048,13731,37
11688,25693,5619,58
169,7167,25828,49
19201,21019,30218,68
20452,35397,18975,64
33073,28150,13133,94
12289,29329,901,52
34035,36774,23571,76
6188,31706,18780,62
1531,31603,36998,59
28822,18929,35628,74
23464,37760,6307,108
36404,31182,31960,50
18196,15479,38433,33
18441,4645,1172,52
36215,36927,20669,33
27836,11272,31023,48
21449,1051,11405,72
6009,6096,7069,71
29463,22050,1763,48
17363,19877,6808,39
1729,30801,10143,78
2731,27186,18119,60
24913,4143,13762,58
2613,16647,35734,103
4212,33147,8340,90
18774,30779,33467,43
22198,27426,29619,32
19732,18289,37019,41
9314,16787,8614,60
11355,24443,5374,31
32544,30522,32250,34
37698,37699,915,66
5372,32553,10563,42
15148,3916,15221,58
30030,13578,27824,59
7782,37192,9978,79
2517,17017,26688,59
26588,31546,1761,56
30770,37858,283,40
22757,26509,19177,58
1554,34784,22602,68
55,29289,30203,28
3445,7693,6995,37
26528,38527,22188,41
33986,15353,17732,43
19095,36985,33251,48
6091,27043,2773,72
2299,30505,7087,61
16528,1999,9947,79
21049,2682,30438,98
6094,32319,6327,72
18147,21236,18434,84
37101,24762,7840,34
27759,7508,23523,96
12377,3339,27008,48
30319,5340,11690,40
18308,27455,23682,76
6369,37971,25913,92
30135,28777,17363,56
18255,9185,9764,96
28613,30866,18899,28
3899,4112,6999,91
29326,6844,12019,41
24046,13100,9157,76
19173,8015,14343,34
1171,27460,35327,78
32294,2451,17464,70
20023,37608,24123,39
30844,30240,15180,36
2674,33508,23330,115
10665,33997,22587,71
19827,30441,12258,54
10065,36142,34120,73
37151,38434,5258,32
36239,8630,16705,48
38768,6046,24328,46
2503,26008,33847,81
16983,24993,15194,22
4575,11624,25542,60
37663,28624,3396,50
33194,9775,26599,87
31873,1656,20590,46
8722,16240,14580,66
36401,32387,24258,33
4961,22182,14401,50
21177,38678,31252,59
4519,4714,38562,33
889,19806,1209,42
15091,34706,13830,29
30979,3074,15940,57
9272,5364,24399,49
19721,24788,7258,16
25787,11001,3284,72
31969,37719,27478,52
27001,13515,19598,23
7181,18467,18929,33
34854,17555,27874,62
37617,36458,2645,76
1023,18352,11565,48
24406,9179,27402,41
6015,19589,24465,47
3780,7781,16805,69
11286,19973,3000,30
20340,27095,7927,22
21083,23481,1230,114
12811,5493,25991,87
4923,30938,22668,64
21762,2666,33388,87
28007,4949,6357,74
29404,20770,18413,26
3852,15868,35732,131
5671,18299,27503,36
18992,24519,26433,27
21191,33815,16080,86
24357,19195,31661,39
35687,12389,16545,97
7187,7200,7139,21
6922,18984,4539,27
29523,902,30023,40
9201,35333,12863,123
37211,26483,6141,59
29434,31644,36926,43
18405,29422,18406,44
6092,36901,18470,67
13835,7769,28132,57
28649,22996,24149,61
34197,7581,22787,65
21045,33858,29538,57
34775,22251,34076,41
10800,19992,13083,67
2260,33913,17536,71
14551,29629,9287,44
25033,1747,26444,35
31540,12489,19693,60
19912,6134,37700,62
32581,13673,18472,41
30154,6381,21171,94
1967,7512,27871,64
6295,1060,33828,59
21974,19644,30093,48
37722,27220,2410,64
24007,13650,16519,33
3230,24995,32293,25
25210,21181,10269,95
10248,1657,17475,94
23307,18463,3941,114
20612,3182,15431,24
13,31129,18514,36
1039,24142,21132,71
7854,7790,17391,58
27327,6348,16080,69
35520,14018,27173,73
38766,30149,10920,45
17373,23299,25827,114
32726,18503,17399,54
15422,5354,18345,40
30463,38384,32561,31
36441,17360,15035,50
1878,14557,440,38
27834,20501,37854,54
12843,34759,9188,75
22774,12218,14354,82
36504,1855,26297,48
31528,16572,3360,49
36438,20301,31810,42
437,28842,15079,26
27520,32358,1581,32
7672,8543,30340,55
32721,29729,33218,39
15420,37083,34560,31
3303,24268,234,29
37702,21097,38633,73
28933,3340,14597,38
19617,9322,22631,74
25950,20741,20502,40
21467,17312,17367,96
6036,2005,14281,64
10901,30510,9323,68
2495,12136,5314,78
4685,5367,29689,30
12911,14014,27815,80
36783,6852,12012,52
18354,3516,34798,42
31713,31715,7615,64
15836,8261,14014,67
23272,13142,6252,123
23597,12503,25637,118
24214,4039,36333,67
30290,24180,32458,35
7255,4711,5350,33
28140,3146,4640,56
32547,36956,8327,44
13875,20455,9348,43
6132,31854,27336,60
32546,26412,33859,29
29701,18170,16713,35
6125,15785,28173,93
1029,4574,5514,44
2714,29591,25199,43
24796,30224,24163,30
18269,27237,36231,40
13166,3476,31548,77
16211,19951,1017,57
4136,27174,12520,76
5430,19185,16263,51
15817,32012,7951,73
9806,9937,9213,124
14570,12317,23523,94
1171,4611,29676,36
1740,6147,18500,72
26326,13838,30390,43
38484,15191,37251,28
31681,4024,12465,96
23664,33055,24798,82
32436,2435,6318,76
21044,33979,3806,95
1197,925,6830,43
3763,38535,3042,61
947,9224,28737,58
23453,31612,26766,88
12290,10530,19062,58
30450,19638,8580,45
27881,23769,29628,84
1527,971,10721,60
26549,35549,15059,76
20604,27417,30066,24
29481,25664,9778,88
33063,3753,3912,111
31008,8434,2350,67
6481,21330,30934,86
21368,9907,23517,144
9787,36250,17337,90
37872,16243,21019,101
36858,24506,11699,34
34906,34510,13609,29
12993,23386,10801,113
8000,36156,28182,60
29503,19896,34616,18
30406,17759,22995,84
38374,25139,34038,17
20269,2317,22942,78
3906,2323,1172,96
27377,1250,25589,58
35671,18408,28984,88
19725,38462,5739,23
14636,13215,13647,64
11590,13799,31126,33
22247,6341,21772,80
2018,38434,23598,77
21009,26316,13037,95
30303,29283,10533,44
16,10626,19770,34
24919,18821,2261,45
7163,3272,29387,25
25073,23420,16966,66
26544,20599,3838,56
35388,30079,322,80
1809,4809,9394,62
26439,21467,30792,66
38732,8551,7904,42
22926,23258,20771,94
3979,21434,31101,96
14709,2671,34209,57
6347,15985,19858,71
153,11301,6942,23
19890,8671,2567,63
16228,4897,36779,62
1578,32531,14573,40
27307,13917,37101,32
16058,35336,13915,102
3919,33965,2354,87
22074,18013,33,50
1176,4225,37999,84
25551,9137,32668,72
14765,7583,33774,37
21352,25642,15237,88
28555,22160,3320,50
12500,37745,21162,98
4212,27501,4815,60
35478,34638,26689,76
10739,33294,3377,63
26711,4535,6923,33
5321,31537,5463,48
16587,4138,36072,69
13958,27958,24467,50
15923,272,33944,48
1695,8700,18080,61
35706,21087,21784,124
13751,26655,29754,29
4902,5578,24328,35
20666,23686,16921,65
4853,22863,18968,60
18074,26636,25245,35
24351,26290,21830,45
34243,1808,36025,45
15773,33901,15322,50
16061,2716,36030,85
3967,26713,19916,60
18075,13719,14283,45
13537,26509,7639,41
21032,30257,13704,75
22094,6300,10075,104
4268,6005,31814,98
7700,26417,9268,56
27158,26305,16635,27
25638,12387,13968,79
34934,10702,26544,42
6249,14616,38545,49
255,34842,36801,29
1918,38491,25916,61
34601,4916,6842,29
34679,34636,25098,19
22757,10143,14734,100
22625,26661,7091,59
24928,38541,34724,16
4195,10920,5474,76
4004,20636,7097,51
1534,32698,19058,34
1869,32535,1942,48
31146,1951,24506,39
2553,18892,26608,54
349,4570,16516,31
2395,19572,19843,48
17005,32518,30780,29
37549,15971,24427,66
26299,26439,3828,66
15075,3001,23360,74
24789,788,12122,51
30114,30014,15461,44
29340,2444,29545,44
24439,9403,5377,49
13113,13040,25540,114
36063,36039,1121,50
18261,18336,37668,64
28221,35706,33993,93
30840,822,30273,46
22930,3152,15167,62
27089,9411,16236,65
8364,27806,19241,55
3088,36383,31247,40
2665,13559,12954,88
8397,7875,15515,45
2020,9108,31937,72
38761,22770,24432,54
15089,9439,17443,62
10095,34611,38481,61
35256,6787,10777,85
25564,11530,36348,62
27876,16821,18360,59
919,12754,19557,63
10787,30319,35270,96
6388,23700,25590,120
7884,4520,9996,78
12216,22171,23747,106
21885,9199,2279,88
21957,10164,15489,80
19694,24137,33796,24
32382,20683,25052,13
31123,29341,28965,26
14516,26701,2556,60
18167,19725,26385,38
33448,16122,4211,102
6779,27178,16775,22
33781,12773,12927,87
36414,9139,14698,56
33855,29718,24363,22
22716,32321,13271,87
25207,1127,32404,29
28698,34999,25998,56
34927,10564,4742,44
16693,7834,30852,37
34773,17379,32735,42
34019,10814,14588,43
22873,29694,22703,84
30519,33503,1144,63
8457,7780,33511,64
35703,16545,11012,89
34027,13814,22106,46
17275,22559,12446,96
15939,2357,38674,74
13144,26655,33101,78
7151,23273,10739,81
21351,29657,10111,96
18176,38686,4999,39
7526,36995,21045,75
32654,2512,8657,65
16175,3445,11731,57
22852,2507,13884,89
12351,7821,18951,52
17261,7080,7237,40
16909,17669,2290,73
35754,21792,5539,92
35475,13655,33220,96
28127,10960,2765,86
37721,13061,27012,67
19509,439,29423,16
23655,37185,33291,94
7844,6068,2401,84
20307,36797,12780,56
12929,16075,7159,79
34692,36394,28888,36
37884,23024,31062,74
11387,13026,9153,77
35701,27238,12382,90
13779,37533,35697,93
38576,23461,34057,66
29404,26671,28944,28
27923,23329,1135,98
388,26462,30442,36
21294,25548,7563,96
15418,12248,36011,54
16815,27001,10596,37
13148,36934,9469,82
19140,21858,3163,44
32655,22908,5269,60
7714,25551,4636,66
37257,21121,25524,95
37929,26412,8696,57
17292,21865,26281,62
20317,24292,10969,33
2454,27233,31925,64
12225,32316,21191,82
15368,12038,27277,42
34038,7169,4840,30
9806,19250,32536,62
28701,38019,15048,44
5551,34509,37950,44
17636,17402,18040,72
8565,22266,22565,85
5262,33828,4960,35
24262,5757,7022,28
13554,31517,37698,61
1772,98,147,32
28539,21046,13270,95
13933,35004,4873,35
32663,27218,13968,25
5773,34876,34781,28
36055,36115,3239,46
22100,24310,12428,63
20283,15952,15925,68
4160,24212,20605,53
4918,8006,23680,82
17529,33244,15365,61
30282,36000,3273,48
11747,36394,10108,74
1514,18958,21850,50
21108,4721,15444,66
11328,31808,34692,42
3380,18960,10150,68
38676,31141,991,33
22693,8509,5401,73
2540,20418,23440,90
30395,15793,1034,69
12304,14459,20730,44
37557,17022,297,41
35478,31062,22248,90
30107,21378,32517,70
8600,27900,1144,67
23683,13514,8398,86
122,37203,9348,49
38271,6781,13248,51
14372,21991,25590,72
6764,30768,16774,28
9293,38638,30440,51
788,37569,12524,72
4984,7631,38305,35
32560,18163,32589,36
18426,20627,18772,28
9459,26390,18216,60
28600,38496,8021,33
6054,21386,26538,88
167,10735,10716,50
7758,8353,21773,61
18361,16651,7716,47
18920,14568,38373,23
19203,6199,32565,46
26500,38633,26538,29
854,7006,13526,38
108,37694,30336,48
7196,13594,12156,50
6504,4920,25542,82
23764,31835,15246,84
6199,21203,4977,90
37038,36373,38000,55
12938,15313,24515,56
28106,35391,30826,94
29628,14567,18354,36
11017,29364,18142,46
2639,25689,26540,84
32378,23341,30390,78
38598,1656,31744,49
29629,27242,4878,22
6309,17293,16121,91
97,31957,8580,51
4233,33140,36408,85
13763,13716,4140,68
16545,33141,18171,58
23404,25586,11624,98
19562,34107,12962,54
21000,21482,1019,106
4979,37534,33366,65
10110,5631,14285,72
37966,14528,28051,64
14771,22069,18433,56
17284,9499,322,60
37635,30992,33424,61
328,23474,35687,114
20704,1735,8418,43
25831,9306,15515,72
22800,25964,34837,84
35740,3381,37943,94
26402,3246,31226,36
10842,20709,37215,39
34613,32620,6856,23
11269,37649,15939,67
19914,36901,28204,49
32527,18757,26443,26
9277,29262,22186,56
1066,1244,23401,88
26424,21751,14387,48
16615,31146,6327,53
19243,34615,37990,38
28946,24240,9753,69
21182,32706,12857,91
8461,30944,26393,43
7872,13810,20257,31
34073,19023,1585,35
12427,34154,22194,63
33174,31120,349,43
25064,24816,19024,12
36348,23501,15516,76
38516,10738,10755,49
38484,12093,32715,43
4836,37826,1136,56
436,1013,25135,27
20562,34731,18863,16
22675,10028,6257,120
15415,6929,25933,51
21492,13938,21267,101
25146,30020,31920,45
29508,18830,14633,22
12797,12752,23724,130
14763,36409,25604,64
2500,8441,1663,77
16740,5639,34803,31
6030,15278,30868,50
28871,16666,23649,75
17390,32285,10559,56
32625,14770,4066,62
34837,4179,26581,62
21772,20404,6232,58
35535,19270,28815,74
8340,12075,23379,103
6094,25921,31820,92
11698,25630,34508,54
23001,19995,19040,52
35708,13771,37168,84
3432,13084,12916,92
32459,358,33861,23
37772,18085,4831,58
27851,28911,11495,50
21212,33117,13069,110
36396,20559,20572,20
15461,18307,34086,37
31078,11282,14685,32
19169,10087,14684,66
17307,32423,7906,50
10809,37533,4586,60
2366,35554,16915,103
13196,34196,25072,51
6191,19538,21935,62
307,31869,17502,56
34754,6136,19036,46
18066,24762,19069,29
27015,6191,964,54
6894,27238,36143,27
18849,32717,27370,18
20251,38572,6030,39
5405,37715,33335,63
23456,9077,29600,84
36328,22187,22122,64
34929,1511,8513,49
27127,1092,31761,46
7501,30251,163,40
21064,6008,12938,115
15199,16631,33337,46
24440,36775,8490,45
25783,24203,11610,55
3243,16548,38344,30
3396,23284,10708,88
23772,24240,23322,113
23628,19568,26646,70
36959,18242,11426,45
28214,30937,10053,86
24049,34193,28106,46
18330,28566,1889,52
13973,15767,27180,50
3230,21433,3268,72
24058,35678,21507,109
1769,22561,29737,64
18404,13091,3447,73
11607,11396,30451,38
13005,30396,20707,59
7792,37784,6828,47
4968,14730,1581,46
29733,34045,18941,19
15235,6963,6087,47
34884,3221,12311,52
18256,33394,27995,75
29562,11560,34871,22
28739,30126,38313,35
28068,4981,25832,78
28647,13023,37776,75
13085,34073,13803,61
16552,7579,37232,42
34963,4668,11356,32
4624,10065,25544,98
7760,27523,25208,23
31010,16598,22020,45
1760,33120,18057,67
29265,30375,3332,36
2591,36233,4077,94
35457,31111,6363,98
28638,24320,32708,29
504,9935,10783,76
17530,11676,15023,44
9076,21131,3484,86
38547,28594,7574,33
29283,4609,33931,27
17523,9426,4130,96
13229,32672,14376,59
24129,16672,16265,53
792,15475,23763,78
7986,12778,1981,75
15201,17766,11268,44
28976,14326,16803,35
16807,17290,1927,57
14524,28715,33410,51
30159,23564,7042,77
6447,32692,7583,56
6519,27298,27182,40
2329,341,4921,56
32477,16113,23474,93
6972,30986,17423,43
22744,18285,26435,72
29443,29565,36223,24
1205,33499,21063,89
11382,5492,28894,34
30146,22220,30381,60
24413,34678,16918,28
4678,15409,28696,34
15029,13060,25676,83
22647,15159,23622,100
37133,27903,14440,55
11650,18472,16194,63
9832,6867,7599,71
25876,19869,10735,64
5344,19137,2562,54
9114,12216,21344,102
10622,38507,31073,37
27085,1876,19835,30
7794,5510,26654,40
23376,5511,16570,75
38432,166,38598,16
26501,30433,1660,50
10743,231,21219,72
19119,22258,24491,39
13643,27477,26559,29
16196,27108,35491,93
28131,6797,26478,47
13199,6357,16646,82
9296,37628,33119,79
15215,17604,4716,48
29348,3417,19179,24
28259,21800,3952,94
9371,7117,31037,45
258,38522,15208,19
19152,11657,6792,23
14492,51,5286,30
36427,33904,36232,41
13714,25655,19728,55
2439,17002,16746,58
7018,27143,13950,24
33902,3858,18269,71
27798,29612,22255,56
18231,28015,29466,52
24429,26400,27240,25
18965,23720,19028,64
15273,35663,22559,104
21466,9515,36407,88
25161,30779,8280,34
3217,5391,3381,40
8679,26615,11420,43
24899,13033,7701,58
19071,29584,38562,15
13626,27219,27283,21
2311,35693,18841,98
5303,10766,38648,39
24454,19880,30225,33
21007,19506,26685,62
15267,7662,28150,52
33911,37031,10563,46
21831,26593,12398,66
6099,12825,21322,115
30820,4104,14551,64
25010,23497,27835,83
16201,32466,5633,53
20560,15449,9440,38
12146,8773,9507,79
31993,20566,28874,38
18816,18133,26668,38
30354,19254,19752,30
13795,37733,29296,41
25669,12382,169,72
6445,8253,7688,69
38373,7601,25842,57
34579,29742,16894,23
24487,26297,26712,33
34557,38607,5707,25
21137,35408,36399,116
6852,23580,27510,63
13059,25911,11714,85
936,7793,34832,42
22817,25242,33460,70
30879,21327,19979,60
14260,2772,36188,64
1736,24878,26557,35
30165,13607,8459,52
19538,2338,9870,90
24182,28932,5438,33
2726,2485,16205,105
4526,16508,9471,53
29682,25047,26000,43
1101,18228,10010,86
33767,35642,5416,77
21113,31974,38292,73
37858,11348,7872,50
16707,37068,33498,53
8413,10768,437,49
22524,223,8484,67
32751,2475,372,50
30794,36160,16953,37
32262,24084,26521,29
28158,13798,37155,56
11534,34750,4935,32
29007,16683,14666,35
4605,3850,274,62
15113,36869,24750,26
24807,1245,4225,63
9916,1817,35289,124
5353,17016,7660,39
34526,11422,5631,30
8726,24379,24501,39
32291,28217,2451,72
24754,971,9249,49
9141,37929,6344,84
10994,35364,16711,89
30763,12008,24142,49
14598,16888,7140,30
25626,29740,33450,67
19668,25553,33771,51
6073,28219,27148,64
4655,19573,34998,28
7908,12510,25123,49
38563,24249,21785,38
28825,20603,35710,70
36051,23366,37838,92
31197,19734,25891,52
24378,329,1529,35
36765,8731,10508,58
4088,4969,2505,92
34547,30063,4880,40
24015,36306,7553,41
5657,21110,12452,86
23552,28597,209,70
37631,4012,28847,78
13125,2609,15754,108
